filter,frequency_hz,gain_db,model
Pasa altos,2369.240406207152,-0.004372125714704468,Butterworth analog order 4
Pasa altos,2376.073728305437,-0.004272591426165375,Butterworth analog order 4
Pasa altos,2382.926758952829,-0.004175322011423407,Butterworth analog order 4
Pasa altos,2389.799554992387,-0.004080265982948013,Butterworth analog order 4
Pasa altos,2396.6921734311118,-0.0039873730214631965,Butterworth analog order 4
Pasa altos,2403.6046714404233,-0.0038965939495511585,Butterworth analog order 4
Pasa altos,2410.5371063566345,-0.0038078807058388,Butterworth analog order 4
Pasa altos,2417.489535681429,-0.0037211863197531433,Butterworth analog order 4
Pasa altos,2424.462017082328,-0.0036364648868472517,Butterworth analog order 4
Pasa altos,2431.4546083931878,-0.003553671544698195,Butterworth analog order 4
Pasa altos,2438.467367614656,-0.003472762449317863,Butterworth analog order 4
Pasa altos,2445.500352914673,-0.0033936947521177848,Butterworth analog order 4
Pasa altos,2452.5536226289446,-0.003316426577375531,Butterworth analog order 4
Pasa altos,2459.6272352614264,-0.0032409170002207313,Butterworth analog order 4
Pasa altos,2466.7212494848104,-0.0031671260251037534,Butterworth analog order 4
Pasa altos,2473.8357241410135,-0.0030950145647650985,Butterworth analog order 4
Pasa altos,2480.970718241657,-0.0030245444196550786,Butterworth analog order 4
Pasa altos,2488.1262909685706,-0.0029556782578421155,Butterworth analog order 4
Pasa altos,2495.3025016742677,-0.002888379595349608,Butterworth analog order 4
Pasa altos,2502.49940988245,-0.002822612776973223,Butterworth analog order 4
Pasa altos,2509.7170752884967,-0.0027583429574568503,Butterworth analog order 4
Pasa altos,2516.9555577599567,-0.0026955360831900322,Butterworth analog order 4
Pasa altos,2524.21491733705,-0.0026341588742433827,Butterworth analog order 4
Pasa altos,2531.495214233165,-0.0025741788068392333,Butterworth analog order 4
Pasa altos,2538.7965088353485,-0.0025155640962071634,Butterworth analog order 4
Pasa altos,2546.118861704826,-0.00245828367983967,Butterworth analog order 4
Pasa altos,2553.462333577482,-0.002402307201114045,Butterworth analog order 4
Pasa altos,2560.8269853643806,-0.0023476049932928513,Butterworth analog order 4
Pasa altos,2568.2128781522647,-0.0022941480638690678,Butterworth analog order 4
Pasa altos,2575.62007320406,-0.00224190807928374,Butterworth analog order 4
Pasa altos,2583.0486319593874,-0.0021908573499822355,Butterworth analog order 4
Pasa altos,2590.4986160350722,-0.002140968815789676,Butterworth analog order 4
Pasa altos,2597.970087225647,-0.0020922160316710113,Butterworth analog order 4
Pasa altos,2605.4631075038815,-0.0020445731537289988,Butterworth analog order 4
Pasa altos,2612.977739021275,-0.0019980149256029816,Butterworth analog order 4
Pasa altos,2620.514044108591,-0.001952516665106313,Butterworth analog order 4
Pasa altos,2628.0720852763648,-0.0019080542512248133,Butterworth analog order 4
Pasa altos,2635.6519252154226,-0.0018646041113633102,Butterworth analog order 4
Pasa altos,2643.2536267974024,-0.0018221432089009317,Butterworth analog order 4
Pasa altos,2650.8772530752785,-0.0017806490310357625,Butterworth analog order 4
Pasa altos,2658.522867283873,-0.0017400995768830979,Butterworth analog order 4
Pasa altos,2666.1905328404,-0.001700473345838776,Butterworth analog order 4
Pasa altos,2673.880313344969,-0.0016617493262624918,Butterworth analog order 4
Pasa altos,2681.592272581134,-0.0016239069843459767,Butterworth analog order 4
Pasa altos,2689.3264745164056,-0.0015869262532605013,Butterworth analog order 4
Pasa altos,2697.082983302793,-0.0015507875225662623,Butterworth analog order 4
Pasa altos,2704.861863277328,-0.0015154716278440454,Butterworth analog order 4
Pasa altos,2712.663178962607,-0.0014809598405558508,Butterworth analog order 4
Pasa altos,2720.486995067313,-0.0014472338581643202,Butterworth analog order 4
Pasa altos,2728.3333764867693,-0.0014142757944241003,Butterworth analog order 4
Pasa altos,2736.2023883034617,-0.0013820681699714386,Butterworth analog order 4
Pasa altos,2744.0940957875914,-0.0013505939030325604,Butterworth analog order 4
Pasa altos,2752.008564397609,-0.001319836300422457,Butterworth analog order 4
Pasa altos,2759.9458597807593,-0.001289779048709615,Butterworth analog order 4
Pasa altos,2767.906047773628,-0.0012604062055707552,Butterworth analog order 4
Pasa altos,2775.8891944026777,-0.0012317021913962989,Butterworth analog order 4
Pasa altos,2783.8953658848145,-0.0012036517809970227,Butterworth analog order 4
Pasa altos,2791.924628627915,-0.0011762400955941496,Butterworth analog order 4
Pasa altos,2799.977049231396,-0.0011494525949221257,Butterworth analog order 4
Pasa altos,2808.052694486757,-0.0011232750695443485,Butterworth analog order 4
Pasa altos,2816.1516313781367,-0.0010976936333326277,Butterworth analog order 4
Pasa altos,2824.273927082867,-0.001072694716116128,Butterworth analog order 4
Pasa altos,2832.419648972036,-0.0010482650564939766,Butterworth analog order 4
Pasa altos,2840.588864611033,-0.0010243916948404369,Butterworth analog order 4
Pasa altos,2848.7816417601284,-0.0010010619664081069,Butterworth analog order 4
Pasa altos,2856.998048375017,-0.000978263494655453,Butterworth analog order 4
Pasa altos,2865.238152607396,-0.0009559841846829174,Butterworth analog order 4
Pasa altos,2873.502022805523,-0.0009342122168190524,Butterworth analog order 4
Pasa altos,2881.7897275147848,-0.0009129360403865458,Butterworth analog order 4
Pasa altos,2890.101335478265,-0.0008921443675603564,Butterworth analog order 4
Pasa altos,2898.4369156373177,-0.0008718261674095562,Butterworth analog order 4
Pasa altos,2906.796537132128,-0.0008519706600495614,Butterworth analog order 4
Pasa altos,2915.1802693023055,-0.0008325673109278787,Butterworth analog order 4
Pasa altos,2923.5881816874357,-0.0008136058252529916,Butterworth analog order 4
Pasa altos,2932.020344027679,-0.000795076142537435,Butterworth analog order 4
Pasa altos,2940.4768262643347,-0.0007769684312724007,Butterworth analog order 4
Pasa altos,2948.957698540427,-0.0007592730837145685,Butterworth analog order 4
Pasa altos,2957.463031201284,-0.0007419807107986479,Butterworth analog order 4
Pasa altos,2965.9928947951275,-0.0007250821371736864,Butterworth analog order 4
Pasa altos,2974.547360073642,-0.0007085683963216612,Butterworth analog order 4
Pasa altos,2983.126497992586,-0.0006924307258258472,Butterworth analog order 4
Pasa altos,2991.7303797123554,-0.0006766605627233683,Butterworth analog order 4
Pasa altos,3000.3590765985946,-0.0006612495389544581,Butterworth analog order 4
Pasa altos,3009.012660222776,-0.0006461894769508505,Butterworth analog order 4
Pasa altos,3017.6912023627983,-0.0006314723852861345,Butterworth analog order 4
Pasa altos,3026.3947750035795,-0.0006170904544478594,Butterworth analog order 4
Pasa altos,3035.1234503376595,-0.0006030360526995497,Butterworth analog order 4
Pasa altos,3043.8773007657846,-0.0005893017220316581,Butterworth analog order 4
Pasa altos,3052.656398897531,-0.000575880174205303,Butterworth analog order 4
Pasa altos,3061.4608175518806,-0.0005627642869109644,Butterworth analog order 4
Pasa altos,3070.2906297578497,-0.0005499470999582235,Butterworth analog order 4
Pasa altos,3079.1459087550793,-0.0005374218116238412,Butterworth analog order 4
Pasa altos,3088.0267279944474,-0.0005251817750241142,Butterworth analog order 4
Pasa altos,3096.933161138677,-0.0005132204945886537,Butterworth analog order 4
Pasa altos,3105.865282062952,-0.000501531622631721,Butterworth analog order 4
Pasa altos,3114.823164855515,-0.0004901089559806094,Butterworth analog order 4
Pasa altos,3123.8068838183076,-0.00047894643268517475,Butterworth analog order 4
Pasa altos,3132.8165134675564,-0.0004680381288056147,Butterworth analog order 4
Pasa altos,3141.8521285344177,-0.000457378255267884,Butterworth analog order 4
Pasa altos,3150.9138039655827,-0.0004469611548118113,Butterworth analog order 4
Pasa altos,3160.0016149239013,-0.00043678129896055034,Butterworth analog order 4
Pasa altos,3169.115636789009,-0.0004268332851212978,Butterworth analog order 4
Pasa altos,3178.255945157951,-0.00041711183370058324,Butterworth analog order 4
Pasa altos,3187.422615845799,-0.0004076117853083834,Butterworth analog order 4
Pasa altos,3196.615724886304,-0.00039832809803176954,Butterworth analog order 4
Pasa altos,3205.835348532497,-0.0003892558447433635,Butterworth analog order 4
Pasa altos,3215.0815632573467,-0.00038039021051403636,Butterworth analog order 4
Pasa altos,3224.354445754382,-0.00037172649003147667,Butterworth analog order 4
Pasa altos,3233.6540729383287,-0.00036326008512685014,Butterworth analog order 4
Pasa altos,3242.980521945749,-0.0003549865023179299,Butterworth analog order 4
Pasa altos,3252.3338701356843,-0.0003469013504516311,Butterworth analog order 4
Pasa altos,3261.714195090284,-0.0003390003383437226,Butterworth analog order 4
Pasa altos,3271.1215746154717,-0.0003312792725266151,Butterworth analog order 4
Pasa altos,3280.5560867415634,-0.0003237340550165008,Butterworth analog order 4
Pasa altos,3290.0178097239404,-0.0003163606811403446,Butterworth analog order 4
Pasa altos,3299.5068220436824,-0.00030915523740922447,Butterworth analog order 4
Pasa altos,3309.0232024082225,-0.00030211389945055257,Butterworth analog order 4
Pasa altos,3318.5670297520046,-0.00029523292996831734,Butterworth analog order 4
Pasa altos,3328.138383237124,-0.00028850867677473877,Butterworth analog order 4
Pasa altos,3337.7373422540063,-0.00028193757083740253,Butterworth analog order 4
Pasa altos,3347.3639864220413,-0.00027551612439683876,Butterworth analog order 4
Pasa altos,3357.0183955902653,-0.0002692409291159692,Butterworth analog order 4
Pasa altos,3366.7006498380097,-0.00026310865426238474,Butterworth analog order 4
Pasa altos,3376.410829475571,-0.0002571160449572047,Butterworth analog order 4
Pasa altos,3386.149015044874,-0.0002512599204374753,Butterworth analog order 4
Pasa altos,3395.9152873201447,-0.0002455371723639301,Butterworth analog order 4
Pasa altos,3405.7097273085665,-0.0002399447631837539,Butterworth analog order 4
Pasa altos,3415.5324162509764,-0.00023447972452520432,Butterworth analog order 4
Pasa altos,3425.38343562251,-0.00022913915558840794,Butterworth analog order 4
Pasa altos,3435.2628671333046,-0.00022392022165769555,Butterworth analog order 4
Pasa altos,3445.1707927291586,-0.0002188201525483913,Butterworth analog order 4
Pasa altos,3455.1072945922183,-0.00021383624116838758,Butterworth analog order 4
Pasa altos,3465.072455141658,-0.00020896584207203155,Butterworth analog order 4
Pasa altos,3475.0663570343677,-0.00020420637005550495,Butterworth analog order 4
Pasa altos,3485.089083165624,-0.00019955529878501585,Butterworth analog order 4
Pasa altos,3495.140716669803,-0.00019501015946165912,Butterworth analog order 4
Pasa altos,3505.221340921042,-0.00019056853950558627,Butterworth analog order 4
Pasa altos,3515.331039533954,-0.00018622808127587742,Butterworth analog order 4
Pasa altos,3525.4698963643086,-0.0001819864808309361,Butterworth analog order 4
Pasa altos,3535.6379955097314,-0.0001778414866869751,Butterworth analog order 4
Pasa altos,3545.8354213104003,-0.0001737908986324527,Butterworth analog order 4
Pasa altos,3556.0622583497493,-0.00016983256657049275,Butterworth analog order 4
Pasa altos,3566.318591455156,-0.00016596438936517915,Butterworth analog order 4
Pasa altos,3576.60450569867,-0.00016218431372740447,Butterworth analog order 4
Pasa altos,3586.9200863976894,-0.00015849033313255757,Butterworth analog order 4
Pasa altos,3597.2654191156944,-0.00015488048674883374,Butterworth analog order 4
Pasa altos,3607.6405896629426,-0.00015135285839931072,Butterworth analog order 4
Pasa altos,3618.0456840971833,-0.00014790557555200464,Butterworth analog order 4
Pasa altos,3628.480788724373,-0.0001445368083060807,Butterworth analog order 4
Pasa altos,3638.9459900993934,-0.00014124476844847389,Butterworth analog order 4
Pasa altos,3649.441375026755,-0.0001380277084806263,Butterworth analog order 4
Pasa altos,3659.9670305613436,-0.00013488392070984688,Butterworth analog order 4
Pasa altos,3670.5230440091123,-0.000131811736325252,Butterworth analog order 4
Pasa altos,3681.109502927832,-0.00012880952452675544,Butterworth analog order 4
Pasa altos,3691.7264951278016,-0.00012587569165503214,Butterworth analog order 4
Pasa altos,3702.3741086725818,-0.00012300868034656438,Butterworth analog order 4
Pasa altos,3713.0524318797243,-0.00012020696869641129,Butterworth analog order 4
Pasa altos,3723.7615533215085,-0.00011746906947499009,Butterworth analog order 4
Pasa altos,3734.5015618256607,-0.00011479352930436311,Butterworth analog order 4
Pasa altos,3745.2725464761193,-0.00011217892792228747,Butterworth analog order 4
Pasa altos,3756.0745966137397,-0.0001096238774086628,Butterworth analog order 4
Pasa altos,3766.9078018370656,-0.00010712702144573815,Butterworth analog order 4
Pasa altos,3777.7722520030547,-0.00010468703461689882,Butterworth analog order 4
Pasa altos,3788.6680372278297,-0.00010230262167845849,Butterworth analog order 4
Pasa altos,3799.5952478874224,-9.997251689606796e-05,Butterworth analog order 4
Pasa altos,3810.5539746185323,-9.769548335219973e-05,Butterworth analog order 4
Pasa altos,3821.5443083192577,-9.547031231439135e-05,Butterworth analog order 4
Pasa altos,3832.5663401498805,-9.329582256106339e-05,Butterworth analog order 4
Pasa altos,3843.6201615335895,-9.11708597864181e-05,Butterworth analog order 4
Pasa altos,3854.705864157266,-8.909429596773384e-05,Butterworth analog order 4
Pasa altos,3865.8235399722303,-8.706502877798803e-05,Butterworth analog order 4
Pasa altos,3876.9732811950057,-8.508198098498379e-05,Butterworth analog order 4
Pasa altos,3888.155180308085,-8.314409990737667e-05,Butterworth analog order 4
Pasa altos,3899.3693300607033,-8.125035682345305e-05,Butterworth analog order 4
Pasa altos,3910.6158234695868,-7.939974644355855e-05,Butterworth analog order 4
Pasa altos,3921.894753819756,-7.759128638060137e-05,Butterworth analog order 4
Pasa altos,3933.206214665267,-7.582401661380907e-05,Butterworth analog order 4
Pasa altos,3944.550299830014,-7.409699899684781e-05,Butterworth analog order 4
Pasa altos,3955.927103408493,-7.24093167331578e-05,Butterworth analog order 4
Pasa altos,3967.336719766586,-7.076007393229565e-05,Butterworth analog order 4
Pasa altos,3978.779243542343,-6.914839507659668e-05,Butterworth analog order 4
Pasa altos,3990.2547696467705,-6.757342461802523e-05,Butterworth analog order 4
Pasa altos,4001.7633932646095,-6.603432647473681e-05,Butterworth analog order 4
Pasa altos,4013.3052098551298,-6.453028360961121e-05,Butterworth analog order 4
Pasa altos,4024.880315152932,-6.306049760685952e-05,Butterworth analog order 4
Pasa altos,4036.4888051687285,-6.16241882206676e-05,Butterworth analog order 4
Pasa altos,4048.1307761901435,-6.02205929797733e-05,Butterworth analog order 4
Pasa altos,4059.806324782513,-5.8848966779509465e-05,Butterworth analog order 4
Pasa altos,4071.5155477896897,-5.7508581486385246e-05,Butterworth analog order 4
Pasa altos,4083.2585423348282,-5.619872555424135e-05,Butterworth analog order 4
Pasa altos,4095.0354058212206,-5.4918703631728226e-05,Butterworth analog order 4
Pasa altos,4106.846235933072,-5.3667836213180974e-05,Butterworth analog order 4
Pasa altos,4118.69113063634,-5.24454592692449e-05,Butterworth analog order 4
Pasa altos,4130.570188179527,-5.125092388907478e-05,Butterworth analog order 4
Pasa altos,4142.483507094503,-5.008359594760828e-05,Butterworth analog order 4
Pasa altos,4154.431186197324,-4.894285575741143e-05,Butterworth analog order 4
Pasa altos,4166.413324589051,-4.782809774656273e-05,Butterworth analog order 4
Pasa altos,4178.43002165656,-4.673873013653829e-05,Butterworth analog order 4
Pasa altos,4190.481377073392,-4.567417462877749e-05,Butterworth analog order 4
Pasa altos,4202.567490800549,-4.46338660922141e-05,Butterworth analog order 4
Pasa altos,4214.688463087353,-4.361725226334483e-05,Butterworth analog order 4
Pasa altos,4226.844394472255,-4.2623793469443146e-05,Butterworth analog order 4
Pasa altos,4239.03538578368,-4.165296232091534e-05,Butterworth analog order 4
Pasa altos,4251.2615381408605,-4.0704243435480604e-05,Butterworth analog order 4
Pasa altos,4263.522952954679,-3.977713317778158e-05,Butterworth analog order 4
Pasa altos,4275.819731928494,-3.887113938549491e-05,Butterworth analog order 4
Pasa altos,4288.151977059009,-3.798578109737152e-05,Butterworth analog order 4
Pasa altos,4300.519790637092,-3.7120588308278995e-05,Butterworth analog order 4
Pasa altos,4312.923275248646,-3.627510171653009e-05,Butterworth analog order 4
Pasa altos,4325.3625337754465,-3.544887248953433e-05,Butterworth analog order 4
Pasa altos,4337.837669396001,-3.464146201209239e-05,Butterworth analog order 4
Pasa altos,4350.3487855864,-3.385244165976373e-05,Butterworth analog order 4
Pasa altos,4362.895986121184,-3.308139256548468e-05,Butterworth analog order 4
Pasa altos,4375.479375074185,-3.232790541125973e-05,Butterworth analog order 4
Pasa altos,4388.099056819419,-3.159158019478079e-05,Butterworth analog order 4
Pasa altos,4400.75513603192,-3.087202602787003e-05,Butterworth analog order 4
Pasa altos,4413.447717688637,-3.016886092045823e-05,Butterworth analog order 4
Pasa altos,4426.176907069286,-2.948171159542236e-05,Butterworth analog order 4
Pasa altos,4438.942809757229,-2.8810213260993002e-05,Butterworth analog order 4
Pasa altos,4451.745531640352,-2.815400944198651e-05,Butterworth analog order 4
Pasa altos,4464.585178911942,-2.7512751786929337e-05,Butterworth analog order 4
Pasa altos,4477.461858071556,-2.6886099871325483e-05,Butterworth analog order 4
Pasa altos,4490.375675925933,-2.6273721023103985e-05,Butterworth analog order 4
Pasa altos,4503.326739589842,-2.5675290156745765e-05,Butterworth analog order 4
Pasa altos,4516.315156487006,-2.509048957848097e-05,Butterworth analog order 4
Pasa altos,4529.341034350974,-2.4519008842596184e-05,Butterworth analog order 4
Pasa altos,4542.4044812260145,-2.396054456338278e-05,Butterworth analog order 4
Pasa altos,4555.50560546802,-2.3414800271444845e-05,Butterworth analog order 4
Pasa altos,4568.644515745403,-2.2881486255542406e-05,Butterworth analog order 4
Pasa altos,4581.821321039982,-2.2360319383219778e-05,Butterworth analog order 4
Pasa altos,4595.036130647917,-2.1851022995687553e-05,Butterworth analog order 4
Pasa altos,4608.289054180582,-2.135332671977252e-05,Butterworth analog order 4
Pasa altos,4621.580201565501,-2.086696633965632e-05,Butterworth analog order 4
Pasa altos,4634.909683047247,-2.0391683664757003e-05,Butterworth analog order 4
Pasa altos,4648.277609188357,-1.992722638411023e-05,Butterworth analog order 4
Pasa altos,4661.684090870251,-1.947334793135834e-05,Butterworth analog order 4
Pasa altos,4675.129239294155,-1.9029807350703967e-05,Butterworth analog order 4
Pasa altos,4688.613165982008,-1.8596369186007763e-05,Butterworth analog order 4
Pasa altos,4702.135982777414,-1.8172803337099145e-05,Butterworth analog order 4
Pasa altos,4715.69780184654,-1.7758884942124105e-05,Butterworth analog order 4
Pasa altos,4729.29873567907,-1.7354394266643534e-05,Butterworth analog order 4
Pasa altos,4742.938897089127,-1.6959116583088423e-05,Butterworth analog order 4
Pasa altos,4756.6183992162105,-1.657284204346492e-05,Butterworth analog order 4
Pasa altos,4770.337355526134,-1.6195365586775388e-05,Butterworth analog order 4
Pasa altos,4784.095879811972,-1.5826486827153098e-05,Butterworth analog order 4
Pasa altos,4797.894086194986,-1.5466009931389343e-05,Butterworth analog order 4
Pasa altos,4811.732089125601,-1.5113743535998292e-05,Butterworth analog order 4
Pasa altos,4825.61000338432,-1.4769500629566059e-05,Butterworth analog order 4
Pasa altos,4839.52794408271,-1.4433098469815771e-05,Butterworth analog order 4
Pasa altos,4853.486026664333,-1.4104358467885586e-05,Butterworth analog order 4
Pasa altos,4867.484366905712,-1.3783106101536663e-05,Butterworth analog order 4
Pasa altos,4881.523080917296,-1.3469170829325616e-05,Butterworth analog order 4
Pasa altos,4895.602285144405,-1.3162385994169404e-05,Butterworth analog order 4
Pasa altos,4909.722096368225,-1.286258872883904e-05,Butterworth analog order 4
Pasa altos,4923.882631706741,-1.2569619881704243e-05,Butterworth analog order 4
Pasa altos,4938.084008615746,-1.2283323924155983e-05,Butterworth analog order 4
Pasa altos,4952.326344889788,-1.2003548866708055e-05,Butterworth analog order 4
Pasa altos,4966.609758663157,-1.1730146187634995e-05,Butterworth analog order 4
Pasa altos,4980.934368410865,-1.1462970746180854e-05,Butterworth analog order 4
Pasa altos,4995.3002929496315,-1.1201880702518315e-05,Butterworth analog order 4
Pasa altos,5009.707651438851,-1.0946737454101498e-05,Butterworth analog order 4
Pasa altos,5024.156563381614,-1.0697405545981931e-05,Butterworth analog order 4
Pasa altos,5038.647148625661,-1.0453752624519418e-05,Butterworth analog order 4
Pasa altos,5053.179527364411,-1.0215649337090532e-05,Butterworth analog order 4
Pasa altos,5067.753820137937,-9.982969278084955e-06,Butterworth analog order 4
Pasa altos,5082.370147833968,-9.755588926222924e-06,Butterworth analog order 4
Pasa altos,5097.028631688902,-9.533387573193776e-06,Butterworth analog order 4
Pasa altos,5111.729393288806,-9.31624725325886e-06,Butterworth analog order 4
Pasa altos,5126.472554570409,-9.104052696962733e-06,Butterworth analog order 4
Pasa altos,5141.258237822146,-8.896691256878865e-06,Butterworth analog order 4
Pasa altos,5156.086565685137,-8.694052842998674e-06,Butterworth analog order 4
Pasa altos,5170.957661154237,-8.49602988994346e-06,Butterworth analog order 4
Pasa altos,5185.871647579032,-8.302517263423669e-06,Butterworth analog order 4
Pasa altos,5200.828648664872,-8.11341224191583e-06,Butterworth analog order 4
Pasa altos,5215.828788473898,-7.928614423121903e-06,Butterworth analog order 4
Pasa altos,5230.872191426074,-7.74802571239659e-06,Butterworth analog order 4
Pasa altos,5245.958982300194,-7.571550237885716e-06,Butterworth analog order 4
Pasa altos,5261.089286234963,-7.399094311952401e-06,Butterworth analog order 4
Pasa altos,5276.263228729983,-7.230566381031335e-06,Butterworth analog order 4
Pasa altos,5291.48093564684,-7.065876979340391e-06,Butterworth analog order 4
Pasa altos,5306.74253321012,-6.904938677770624e-06,Butterworth analog order 4
Pasa altos,5322.048148008465,-6.747666037597941e-06,Butterworth analog order 4
Pasa altos,5337.39790699562,-6.593975569016444e-06,Butterworth analog order 4
Pasa altos,5352.791937491495,-6.443785679064175e-06,Butterworth analog order 4
Pasa altos,5368.230367183198,-6.297016634978154e-06,Butterworth analog order 4
Pasa altos,5383.713324126128,-6.153590526585094e-06,Butterworth analog order 4
Pasa altos,5399.240936745003,-6.0134312055482805e-06,Butterworth analog order 4
Pasa altos,5414.813333834953,-5.876464273795192e-06,Butterworth analog order 4
Pasa altos,5430.430644562572,-5.742617007335162e-06,Butterworth analog order 4
Pasa altos,5446.0929984669965,-5.611818358187642e-06,Butterworth analog order 4
Pasa altos,5461.800525460976,-5.483998885914526e-06,Butterworth analog order 4
Pasa altos,5477.553355831958,-5.359090734475912e-06,Butterworth analog order 4
Pasa altos,5493.351620243145,-5.2370275965496225e-06,Butterworth analog order 4
Pasa altos,5509.195449734619,-5.1177446672431235e-06,Butterworth analog order 4
Pasa altos,5525.084975724383,-5.001178626735305e-06,Butterworth analog order 4
Pasa altos,5541.020330009492,-4.887267586273815e-06,Butterworth analog order 4
Pasa altos,5557.00164476712,-4.775951083353122e-06,Butterworth analog order 4
Pasa altos,5573.029052555665,-4.667170013246965e-06,Butterworth analog order 4
Pasa altos,5589.102686315847,-4.5608666309367355e-06,Butterworth analog order 4
Pasa altos,5605.222679371817,-4.456984500966179e-06,Butterworth analog order 4
Pasa altos,5621.389165432243,-4.355468481047581e-06,Butterworth analog order 4
Pasa altos,5637.602278591453,-4.256264670952149e-06,Butterworth analog order 4
Pasa altos,5653.862153330504,-4.159320411545478e-06,Butterworth analog order 4
Pasa altos,5670.16892451834,-4.064584231749295e-06,Butterworth analog order 4
Pasa altos,5686.522727412886,-3.972005844683958e-06,Butterworth analog order 4
Pasa altos,5702.923697662175,-3.881536098487534e-06,Butterworth analog order 4
Pasa altos,5719.3719713054725,-3.793126964743688e-06,Butterworth analog order 4
Pasa altos,5735.867684774415,-3.7067315134089842e-06,Butterworth analog order 4
Pasa altos,5752.410974894112,-3.6223038752039314e-06,Butterworth analog order 4
Pasa altos,5769.0019788843265,-3.5397992338982023e-06,Butterworth analog order 4
Pasa altos,5785.640834360564,-3.459173786773041e-06,Butterworth analog order 4
Pasa altos,5802.32767933526,-3.38038472629889e-06,Butterworth analog order 4
Pasa altos,5819.0626522188895,-3.303390237242269e-06,Butterworth analog order 4
Pasa altos,5835.845891821136,-3.2281494388059705e-06,Butterworth analog order 4
Pasa altos,5852.677537352037,-3.1546223827002836e-06,Butterworth analog order 4
Pasa altos,5869.557728423121,-3.08277004446392e-06,Butterworth analog order 4
Pasa altos,5886.486605048605,-3.0125542733188543e-06,Butterworth analog order 4
Pasa altos,5903.464307646509,-2.943937795063199e-06,Butterworth analog order 4
Pasa altos,5920.490977039862,-2.876884183141266e-06,Butterworth analog order 4
Pasa altos,5937.566754457846,-2.811357842249892e-06,Butterworth analog order 4
Pasa altos,5954.691781536975,-2.7473239832658263e-06,Butterworth analog order 4
Pasa altos,5971.866200322268,-2.684748613602357e-06,Butterworth analog order 4
Pasa altos,5989.090153268432,-2.623598511172376e-06,Butterworth analog order 4
Pasa altos,6006.363783241024,-2.5638412166736766e-06,Butterworth analog order 4
Pasa altos,6023.687233517674,-2.505445002730383e-06,Butterworth analog order 4
Pasa altos,6041.060647789226,-2.448378870999893e-06,Butterworth analog order 4
Pasa altos,6058.484170160976,-2.392612525171628e-06,Butterworth analog order 4
Pasa altos,6075.957945153836,-2.3381163584307056e-06,Butterworth analog order 4
Pasa altos,6093.482117705544,-2.284861444778922e-06,Butterworth analog order 4
Pasa altos,6111.056833171867,-2.2328195072118753e-06,Butterworth analog order 4
Pasa altos,6128.682237327809,-2.1819629225405442e-06,Butterworth analog order 4
Pasa altos,6146.358476368796,-2.1322646914970705e-06,Butterworth analog order 4
Pasa altos,6164.085696911936,-2.0836984271627743e-06,Butterworth analog order 4
Pasa altos,6181.864045997179,-2.0362383472534775e-06,Butterworth analog order 4
Pasa altos,6199.693671088588,-1.989859261583195e-06,Butterworth analog order 4
Pasa altos,6217.5747200755295,-1.9445365421699296e-06,Butterworth analog order 4
Pasa altos,6235.507341273912,-1.9002461319145726e-06,Butterworth analog order 4
Pasa altos,6253.491683427414,-1.8569645185640166e-06,Butterworth analog order 4
Pasa altos,6271.527895708722,-1.8146687212105246e-06,Butterworth analog order 4
Pasa altos,6289.6161277207475,-1.7733362912560185e-06,Butterworth analog order 4
Pasa altos,6307.7565294979095,-1.7329452815535553e-06,Butterworth analog order 4
Pasa altos,6325.949251507326,-1.6934742550862405e-06,Butterworth analog order 4
Pasa altos,6344.19444465011,-1.6549022483227428e-06,Butterworth analog order 4
Pasa altos,6362.492260262596,-1.6172087933967964e-06,Butterworth analog order 4
Pasa altos,6380.842850117597,-1.5803738766410816e-06,Butterworth analog order 4
Pasa altos,6399.246366425668,-1.544377942444504e-06,Butterworth analog order 4
Pasa altos,6417.702961836377,-1.5092018816802363e-06,Butterworth analog order 4
Pasa altos,6436.212789439534,-1.4748270201337558e-06,Butterworth analog order 4
Pasa altos,6454.776002766521,-1.441235110788201e-06,Butterworth analog order 4
Pasa altos,6473.392755791504,-1.408408318395102e-06,Butterworth analog order 4
Pasa altos,6492.063202932757,-1.3763292165813744e-06,Butterworth analog order 4
Pasa altos,6510.787499053919,-1.3449807743487097e-06,Butterworth analog order 4
Pasa altos,6529.565799465287,-1.3143463522162438e-06,Butterworth analog order 4
Pasa altos,6548.398259925095,-1.2844096858269661e-06,Butterworth analog order 4
Pasa altos,6567.285036640823,-1.2551548820903885e-06,Butterworth analog order 4
Pasa altos,6586.226286270462,-1.226566407610597e-06,Butterworth analog order 4
Pasa altos,6605.222165923859,-1.19862909350787e-06,Butterworth analog order 4
Pasa altos,6624.272833163968,-1.1713280987742122e-06,Butterworth analog order 4
Pasa altos,6643.378446008203,-1.1446489372745123e-06,Butterworth analog order 4
Pasa altos,6662.539162929723,-1.1185774391734221e-06,Butterworth analog order 4
Pasa altos,6681.755142858751,-1.0930997731148758e-06,Butterworth analog order 4
Pasa altos,6701.026545183897,-1.0682024037916632e-06,Butterworth analog order 4
Pasa altos,6720.35352975348,-1.0438721218395694e-06,Butterworth analog order 4
Pasa altos,6739.736256876833,-1.0200960023712773e-06,Butterworth analog order 4
Pasa altos,6759.1748873256765,-9.968614319775255e-07,Butterworth analog order 4
Pasa altos,6778.669582335398,-9.741560691896673e-07,Butterworth analog order 4
Pasa altos,6798.220503606441,-9.519678618375544e-07,Butterworth analog order 4
