t_s,p_Pa,L_fast_dB_SPL
0.801,6.21856954391e-05,11.5276526567
0.801125,0.000102397979452,11.531314663
0.80125,7.60512529155e-05,11.5313854105
0.801375,5.55554872966e-05,11.5293982693
0.8015,7.12372645207e-05,11.5289298844
0.801625,7.89893533518e-05,11.5293506725
0.80175,9.24676723212e-05,11.5315339208
0.801875,1.86188181449e-05,11.5274556303
0.802,3.92008441247e-05,11.5242868476
0.802125,1.89901751329e-05,11.5202196791
0.80225,-1.69573135471e-05,11.5160968355
0.802375,-5.96498231916e-06,11.5117811522
0.8025,-2.76826856195e-05,11.5080259002
0.802625,-1.91346889381e-06,11.5036857659
0.80275,-5.87836678836e-05,11.5019971427
0.802875,-1.76460923675e-05,11.4978935443
0.803,-9.16570780648e-05,11.5000095381
0.803125,-1.4451287414e-05,11.4958271933
0.80325,-8.31107476738e-05,11.4967980757
0.803375,-8.77522441049e-05,11.4983773163
0.8035,-9.79272594614e-05,11.5014056418
0.803625,-0.000113425670853,11.5069420743
0.80375,-9.38495598252e-05,11.5093564395
0.803875,-0.000101925498802,11.5129782646
0.804,-6.75903834156e-05,11.5121366929
0.804125,-5.668958989e-05,11.510257581
0.80425,-4.25608985904e-05,11.5073041659
0.804375,-4.80657209488e-05,11.5047345664
0.8045,-8.81951123979e-05,11.5063627783
0.804625,-2.26530198558e-05,11.5024138712
0.80475,2.54536073432e-05,11.4985688628
0.804875,1.527440849e-05,11.4944053931
0.805,1.87002202029e-05,11.4903317139
0.805125,5.1062024288e-05,11.48799788
0.80525,6.39016114164e-05,11.4868027409
0.805375,6.35224024998e-05,11.485571222
0.8055,5.72342952698e-05,11.4837550762
0.805625,3.15521527251e-05,11.4801805281
0.80575,7.3466728314e-05,11.4800052831
0.805875,9.34953387759e-05,11.4824104681
0.806,9.27286693779e-05,11.4847018482
0.806125,0.00011869414985,11.4912178292
0.80625,5.97393712665e-05,11.4896240667
0.806375,8.36585742301e-05,11.4906728797
0.8065,8.88222667475e-05,11.4924058832
0.806625,8.53606096726e-05,11.4936725837
0.80675,5.60387035697e-06,11.489353824
0.806875,3.23047449101e-05,11.4858153282
0.807,1.79623719477e-05,11.481721312
0.807125,-1.66201572687e-05,11.4775916859
0.80725,2.64325844317e-07,11.4732487951
0.807375,-6.70383986705e-05,11.4723819326
0.8075,-7.39431147809e-05,11.4722684708
0.807625,-9.77224696133e-05,11.4753102491
0.80775,-8.67807264708e-05,11.4767878802
0.807875,-7.43558769909e-05,11.4767174117
0.808,-8.77475152434e-05,11.4783234387
0.808125,-0.000118527456866,11.4848248743
0.80825,-8.97206482579e-05,11.4866896675
0.808375,-0.00010565813033,11.4909496874
0.8085,-7.97891075232e-05,11.4915100434
0.808625,-7.89806224901e-05,11.49197097
0.80875,-9.62575202793e-05,11.4947607758
0.808875,-5.3255590955e-05,11.4926009965
0.809,-6.58502307237e-05,11.4915971486
0.809125,-1.78283589846e-05,11.4874991057
0.80925,-1.45954806482e-05,11.4833204543
0.809375,-3.29523499244e-05,11.4798156953
0.8095,-5.57217647631e-05,11.4778709744
0.809625,2.57372492168e-05,11.4740400096
0.80975,-3.31153301054e-05,11.4705453722
0.809875,4.79924507423e-05,11.4679853958
0.81,5.69340595069e-05,11.4661529596
0.810125,4.92918284807e-05,11.4636927182
0.81025,8.11656322201e-05,11.4644555434
0.810375,8.65416935542e-05,11.4659156514
0.8105,5.45934847447e-05,11.4638821965
0.810625,9.37466470603e-05,11.4663488929
0.81075,5.78709811678e-05,11.4646007161
0.810875,2.73995268135e-05,11.460839792
0.811,6.23804746773e-05,11.4595154357
0.811125,7.00987036801e-05,11.4589850736
0.81125,2.89584998545e-05,11.4552931011
0.811375,6.54044255748e-05,11.4542726205
0.8115,4.50626927101e-05,11.4515075398
0.811625,4.11666156312e-05,11.4484822909
0.81175,5.81604158838e-05,11.4467709266
0.811875,3.59044585089e-05,11.4434314671
0.812,-3.38111272119e-05,11.4399791026
0.812125,-4.45109828501e-05,11.4371807033
0.81225,-5.52562430241e-05,11.4352193487
0.812375,-6.16005685547e-05,11.4338374211
0.8125,-0.000115145036168,11.439834727
0.812625,-2.43478298757e-05,11.4359540093
0.81275,-7.27692322551e-05,11.4357418734
0.812875,-7.34104740854e-05,11.4356030295
0.813,-5.86682082476e-05,11.4339457541
0.813125,-7.3952714461e-05,11.4338709794
0.81325,-9.52708288484e-05,11.4366094513
0.813375,-9.1065945849e-05,11.438733005
0.8135,-0.000104951884546,11.4429726719
0.813625,-7.61322418253e-05,11.4431436667
0.81375,-7.5155068599e-05,11.4431994155
0.813875,-3.23961308704e-05,11.4396741198
0.814,-3.2201157331e-06,11.4353392606
0.814125,1.38398507432e-05,11.4311458233
0.81425,1.02815567269e-05,11.4268854709
0.814375,-2.29120352931e-05,11.4229530702
0.8145,-2.87058859828e-05,11.4192551196
0.814625,4.16401535007e-05,11.4162704028
0.81475,7.59098847283e-05,11.4164427447
0.814875,9.66031746045e-05,11.4194097507
0.815,4.4931364641e-05,11.4166481292
0.815125,8.46129932832e-05,11.4179139891
0.81525,3.86954742764e-05,11.4147443515
0.815375,7.97657197516e-05,11.4153885316
0.8155,4.90836517566e-05,11.4129343692
0.815625,6.04384267101e-05,11.411456467
0.81575,7.09333804352e-05,11.4110608189
0.815875,0.000109735091622,11.4161596631
0.816,6.88808362736e-05,11.4155349497
0.816125,3.65509507999e-05,11.4122394541
0.81625,4.80767843142e-05,11.4097099263
0.816375,6.40581302718e-05,11.4085877385
0.8165,-1.69614472694e-05,11.4044707358
0.816625,2.56443825408e-05,11.4006447463
0.81675,-1.23201859734e-05,11.3964212294
0.816875,2.65785560542e-06,11.3920838482
0.817,-5.13636407589e-05,11.3898203163
0.817125,-4.6588191266e-05,11.3871890632
0.81725,-4.07727334426e-05,11.384158006
0.817375,-4.65523349398e-05,11.381526349
0.8175,-6.33255513562e-05,11.3803514277
0.817625,-7.53738104143e-05,11.3804972062
0.81775,-9.69668620104e-05,11.3835804689
0.817875,-8.86206014812e-05,11.3854368265
0.818,-0.00011237445225,11.3910533215
0.818125,-8.46572884031e-05,11.3923582174
0.81825,-4.45613806411e-05,11.3895803819
0.818375,-9.24736760758e-05,11.3919777899
0.8185,-5.50091651856e-05,11.390019879
0.818625,-6.49813771331e-05,11.3890062182
0.81875,-3.03823283378e-05,11.3853914665
0.818875,-5.49760851102e-05,11.3834343031
0.819,-3.06954323029e-05,11.3798355903
0.819125,-6.83465161943e-06,11.3755295763
0.81925,3.03039850607e-05,11.3719133257
0.819375,4.4332985155e-05,11.369126799
0.8195,5.32407537916e-05,11.367029829
0.819625,5.07396095215e-05,11.3647278264
0.81975,8.34104382609e-05,11.3659010011
0.819875,3.72393906944e-05,11.3626578255
0.82,9.33917636079e-05,11.3652323451
0.820125,8.40839725461e-05,11.3664942558
0.82025,5.03116442001e-05,11.3641582248
0.820375,8.26606301738e-05,11.3652334441
0.8205,8.00485766984e-05,11.3659705885
0.820625,5.928057326e-05,11.3644139566
0.82075,3.47321120348e-05,11.3610280177
0.820875,2.7841392471e-05,11.3573005187
0.821,6.30665797021e-05,11.3561173186
0.821125,6.4337896101e-05,11.3550636397
0.82125,7.71857046164e-05,11.3554551731
0.821375,7.28325695502e-06,11.3511544023
0.8215,-1.71703818275e-05,11.3470460824
0.821625,-8.45800160666e-05,11.3483980576
0.82175,-3.86446285717e-05,11.3452442186
0.821875,-4.21173198485e-05,11.3423146828
0.822,-4.59988265715e-05,11.3396587538
0.822125,-6.40393634083e-05,11.3385870011
0.82225,-4.95068301494e-05,11.3361998148
0.822375,-9.40624048179e-05,11.3389168036
0.8225,-9.8508519364e-05,11.3423115331
0.822625,-9.37146360168e-05,11.3449666091
0.82275,-0.000109713456587,11.3502063093
0.822875,-7.8978320288e-05,11.3508257271
0.823,-8.44159061947e-05,11.3521507068
0.823125,-6.33399778544e-05,11.3509987316
0.82325,-9.43353122767e-05,11.3537325768
0.823375,-5.39819312884e-06,11.3494128093
0.8235,-9.03842478358e-06,11.3451349048
0.823625,-7.21154478645e-05,11.3449346025
0.82375,1.06845502947e-05,11.3406826398
0.823875,3.2690360803e-05,11.3371921471
0.824,4.7397942545e-05,11.3346424967
0.824125,4.49523156971e-05,11.3319135412
0.82425,5.59922318918e-05,11.3300760157
0.824375,6.78057603913e-05,11.3294082904
0.8245,6.92449077099e-05,11.3288987502
0.824625,0.000109928749827,11.334211673
0.82475,4.77818139165e-05,11.3316924324
0.824875,7.58850885214e-05,11.3319505175
0.825,0.000109437392502,11.337170694
0.825125,6.07289178068e-05,11.3357712781
0.82525,2.25331774663e-05,11.3318338315
0.825375,7.25665523528e-05,11.3316983534
0.8255,7.10811375667e-05,11.3313925924
0.825625,4.3343205165e-05,11.3285512992
0.82575,2.52964296408e-05,11.3247202474
0.825875,5.36207111862e-05,11.3226788478
0.826,4.25499646584e-05,11.3197860082
0.826125,3.63064512094e-05,11.3164995832
0.82625,-2.83479897313e-05,11.3128012584
0.826375,-5.17672588188e-06,11.3084798301
0.8265,-4.54194356063e-05,11.30579454
0.826625,-6.52869450144e-05,11.3048780372
0.82675,-5.95800830985e-05,11.3033894815
0.826875,-4.15327570205e-05,11.3004342976
0.827,-3.61723515335e-05,11.2971447663
0.827125,-7.86952947376e-05,11.2977892323
0.82725,-7.30962606444e-05,11.2977489544
0.827375,-2.87285104837e-05,11.2940709146
0.8275,-0.000117099693425,11.3007711366
0.827625,-4.67456267418e-05,11.2981871616
0.82775,-8.96162201714e-05,11.3003092792
0.827875,-7.29156970937e-05,11.3002452986
0.828,-5.15180875814e-05,11.2980389851
0.828125,-1.77430015268e-05,11.2939496577
0.82825,-1.60090036183e-05,11.2898133769
0.828375,-0.000102901909803,11.2940089014
0.8285,-3.44849680555e-05,11.2906248102
0.828625,-1.12373242362e-05,11.2863837714
0.82875,-5.38427776192e-06,11.2820642449
0.828875,1.59016631672e-05,11.2779257609
0.829,3.50518567891e-05,11.2745771248
0.829125,6.22256238688e-05,11.2733693819
0.82925,0.000125494060914,11.2817677351
0.829375,6.7406166139e-05,11.2810974468
0.8295,4.1338043402e-05,11.278136357
0.829625,0.000120130565424,11.2854575208
0.82975,5.09989790344e-05,11.283215516
0.829875,0.000110148850701,11.2886694996
0.83,7.44010685549e-05,11.2887934886
0.830125,0.000106551573431,11.2936069272
0.83025,4.6300134006e-05,11.2909924405
0.830375,5.15661507542e-05,11.288794679
0.8305,5.65244755334e-05,11.2870304659
0.830625,5.09964811657e-05,11.2847874947
0.83075,-3.39019250295e-05,11.2813732276
0.830875,1.54619092377e-05,11.2772236224
0.831,1.29914061215e-05,11.2730173008
0.831125,1.32852228671e-05,11.2688173673
0.83125,-2.17636222996e-05,11.2648585743
0.831375,-2.98521297735e-05,11.2612390155
0.8315,-7.58397350731e-05,11.2615667241
0.831625,-9.94504610069e-05,11.265251587
0.83175,-8.74360508455e-05,11.2671100071
0.831875,-7.62314764089e-05,11.2674796939
0.832,-8.97741909688e-05,11.2696706085
0.832125,-8.19121411235e-05,11.2707651612
0.83225,-0.000102546638051,11.2749391235
0.832375,-7.22424028176e-05,11.2748211199
0.8325,-9.60255893214e-05,11.2779402598
0.832625,-4.92781803005e-05,11.2755622968
0.83275,-8.59125438753e-05,11.2771924511
0.832875,-6.62960077683e-05,11.2764059764
0.833,-9.97806241517e-07,11.2720638377
0.833125,-3.71882602917e-05,11.2688415965
0.83325,-5.44094998749e-06,11.2645226624
0.833375,2.61225255464e-05,11.2607336948
0.8335,6.59063327421e-05,11.2599188914
0.833625,5.94563543308e-05,11.2584480663
0.83375,5.86874188518e-05,11.2569044039
0.833875,6.94461175824e-05,11.2564820447
0.834,9.58185151484e-05,11.2596004777
0.834125,4.50481829514e-05,11.2569066578
0.83425,8.14275015913e-05,11.2579529037
0.834375,3.57196397374e-05,11.2546472686
0.8345,5.16575500908e-05,11.2524752038
0.834625,3.78374829531e-05,11.2492976728
0.83475,7.93466758454e-05,11.2500811322
0.834875,6.55927993811e-05,11.2492414325
0.835,6.38622309826e-05,11.2482200273
0.835125,4.28579036645e-05,11.2453736851
0.83525,4.89886896759e-05,11.2429873217
0.835375,2.5169106477e-05,11.2391612126
0.8355,6.36400476925e-07,11.2348185985
0.835625,4.43537460569e-06,11.2304917349
0.83575,1.39395026191e-05,11.2263077834
0.835875,-4.33549029471e-05,11.2235040922
0.836,-4.68744282349e-05,11.220961564
0.836125,-8.00831904444e-05,11.2218747387
0.83625,-4.29462428913e-05,11.2190437137
0.836375,-3.49657947869e-05,11.2157037062
0.8365,-9.06314305112e-05,11.2180997045
0.836625,-7.12566864922e-05,11.2179213714
0.83675,-0.000122111384021,11.2257978451
0.836875,-9.33362971811e-05,11.2285851752
0.837,-9.44522614196e-05,11.2315392042
0.837125,-8.55900013718e-05,11.2331849815
0.83725,-5.70740753804e-05,11.2315050148
0.837375,-6.48648066089e-05,11.2306026939
0.8375,-5.23299670891e-05,11.2284998631
0.837625,-3.31607672669e-05,11.2250570284
0.83775,-2.34104968182e-05,11.2211630714
0.837875,-4.65833857767e-05,11.2185992183
0.838,2.74375280754e-05,11.2148739209
0.838125,-6.26905525766e-06,11.2105632503
0.83825,4.24673280867e-05,11.2077025537
0.838375,6.18089808204e-06,11.2033910337
0.8385,7.36352731655e-06,11.1990927338
0.838625,4.28475832622e-05,11.1962626855
0.83875,9.25537520868e-05,11.1989788559
0.838875,4.13145168162e-05,11.196042537
0.839,5.02032627654e-05,11.1937778394
0.839125,8.12094145424e-05,11.1948737122
0.83925,9.19926550401e-05,11.1975068492
0.839375,6.42950404912e-05,11.1965709299
0.8395,0.000119297143071,11.2039488135
0.839625,6.74873159297e-06,11.199643365
0.83975,5.16764906264e-05,11.1975005746
0.839875,9.72656943055e-05,11.2009509243
0.84,8.53557850176e-05,11.2026060611
0.840125,7.25927118908e-05,11.2026007215
0.84025,-4.81420779515e-05,11.2001660284
0.840375,-2.93105724918e-06,11.1958301626
0.8405,-2.27282946481e-05,11.1919132779
0.840625,1.32275172947e-05,11.1877147771
0.84075,-5.68649463458e-05,11.186043151
0.840875,-3.54893497709e-05,11.1827412792
0.841,-7.55788362931e-05,11.1831214827
0.841125,-6.32205571434e-05,11.1820836082
0.84125,-0.000106220208491,11.1870663551
0.841375,-2.21972785233e-05,11.1831306161
0.8415,-0.000102117333038,11.1874054709
0.841625,-8.8129121832e-05,11.1894763804
0.84175,-5.48169400878e-05,11.1876148503
0.841875,-7.83601550085e-05,11.1883431784
0.842,-7.40694601327e-05,11.1885308675
0.842125,-6.06577307485e-05,11.1872267692
0.84225,-9.25952165795e-05,11.1899639646
0.842375,-4.4813414586e-05,11.1872793776
0.8425,4.96224958103e-06,11.182956783
0.842625,9.88677183813e-06,11.1786947013
0.84275,-3.54139824677e-05,11.1753901684
0.842875,7.97942769556e-07,11.1710477512
0.843,2.8509165164e-05,11.1673789804
0.843125,2.44253161931e-05,11.1635313252
0.84325,6.47555832452e-05,11.1626715018
0.843375,7.74369377987e-05,11.163309615
0.8435,3.1731351728e-05,11.1598033241
0.843625,7.52545320355e-05,11.1601678874
0.84375,5.31458091159e-05,11.1581731979
0.843875,7.60464985759e-05,11.1586391132
0.844,5.87077569687e-05,11.1571624921
0.844125,9.24531213638e-05,11.1599269835
0.84425,9.80807910933e-05,11.1635771707
0.844375,0.000123668899058,11.1719244734
0.8445,5.13348276589e-05,11.1697665917
0.844625,2.84811103454e-05,11.1660966933
0.84475,8.63912795928e-05,11.1679476158
0.844875,6.16956023061e-05,11.1667632897
0.845,6.49202714779e-05,11.1659185952
0.845125,1.14201480465e-05,11.1616839652
0.84525,-4.26594922429e-05,11.1588536368
0.845375,-3.45257948592e-05,11.1555021947
0.8455,-1.17825705607e-05,11.1512748253
0.845625,-3.43589043287e-05,11.1479155369
0.84575,-2.30682823872e-05,11.1440163625
0.845875,-5.37367261619e-05,11.1420831109
0.846,-6.07806173453e-05,11.1408241293
0.846125,-0.000117695120723,11.1480369328
0.84625,-7.8545241022e-05,11.1488358501
0.846375,-0.000108626147854,11.1543202275
0.8465,-6.41370978058e-05,11.1534014648
0.846625,-8.61086562173e-05,11.1552299577
0.84675,-0.000104820392764,11.1600250533
0.846875,-7.11011661681e-05,11.1598843625
0.847,-0.000101275763655,11.1640633471
0.847125,-1.02176287344e-05,11.1598071446
0.84725,-1.60299465183e-05,11.1556779046
0.847375,-2.80455179988e-05,11.1519896983
0.8475,-7.121510814e-06,11.1476890091
0.847625,3.29450359337e-05,11.1442511867
0.84775,6.21822250964e-05,11.1431344142
0.847875,4.40334561635e-05,11.1404099692
0.848,3.52103451437e-06,11.1360773816
0.848125,9.56199657498e-05,11.1393736546
0.84825,4.0377051285e-05,11.136392798
0.848375,4.89647442079e-05,11.1340541819
0.8485,2.78407269797e-05,11.1303596696
0.848625,3.64718383922e-05,11.1271304169
0.84875,9.23522278676e-05,11.1299285882
0.848875,7.04281679573e-05,11.1297374183
0.849,0.000120141205378,11.137465606
0.849125,6.40389356308e-05,11.1365496428
0.84925,3.35039208134e-05,11.1331451906
0.849375,5.80314843551e-05,11.1316194184
0.8495,4.37627552047e-05,11.128879382
0.849625,1.66552078373e-05,11.1247687868
0.84975,4.49461418323e-06,11.1204427795
0.849875,2.17467298244e-06,11.1161038037
0.85,8.05565006512e-06,11.1118153756
0.850125,-4.81411724571e-05,11.1094209103
0.85025,-4.22905095824e-05,11.1065825272
0.850375,-0.000117326778786,11.1138139874
0.8505,-2.77554044778e-05,11.1101185174
0.850625,-5.94979274223e-05,11.108752611
0.85075,-6.68412010224e-05,11.1081677529
0.850875,-0.000122674167748,11.1164721259
0.851,-9.86244818476e-05,11.1202922887
0.851125,-8.74749926503e-05,11.1223667449
0.85125,-7.95216160251e-05,11.1233254383
0.851375,-6.73121539511e-05,11.1227809397
0.8515,-6.32642011046e-05,11.1217939152
0.851625,-9.65928604257e-05,11.125271948
0.85175,-2.29597981474e-05,11.1213709076
0.851875,-5.7928250629e-05,11.1198427429
0.852,2.66612586406e-05,11.1160964055
0.852125,1.14389003615e-05,11.1118633853
0.85225,-8.56040858454e-06,11.1075820632
0.852375,1.53593852288e-06,11.1032411042
0.8525,1.98329614951e-05,11.0992295773
0.852625,-2.34294788427e-05,11.0953495681
0.85275,6.16245165096e-05,11.0942110721
0.852875,6.76069213611e-05,11.0937256617
0.853,6.16811819374e-05,11.0925942596
0.853125,7.61732349679e-05,11.0931495758
0.85325,0.000114217109747,11.0998103264
0.853375,3.108183641e-05,11.0962819603
0.8535,3.42658528895e-05,11.0929298174
0.853625,8.20032574163e-05,11.0942626701
0.85375,6.92541713991e-05,11.0939673915
0.853875,6.22380274845e-05,11.0928940337
0.854,5.1752494145e-05,11.0908126148
0.854125,3.71042170517e-05,11.0876328544
0.85425,1.83421080402e-05,11.0835743966
0.854375,6.60920599929e-05,11.0829271613
0.8545,5.50635926782e-05,11.0811501745
0.854625,5.64213014604e-06,11.0768341892
0.85475,-2.97683331885e-06,11.0724987566
0.854875,-3.0310963137e-05,11.0689353763
0.855,-3.70063125815e-05,11.065755329
0.855125,-4.8186599823e-05,11.0633853514
0.85525,-5.74083996234e-05,11.0618440557
0.855375,-6.48116103552e-07,11.0575014682
0.8555,-4.91537090614e-05,11.0552153661
0.855625,-9.04510666726e-05,11.0578370674
0.85575,-5.03374140188e-05,11.0556510311
0.855875,-6.63896038764e-05,11.0550611753
0.856,-7.55656015411e-05,11.0555805167
0.856125,-7.96374803795e-05,11.0566370086
0.85625,-5.43154336524e-05,11.0548059426
0.856375,-4.64317049003e-05,11.0522995291
0.8565,-5.46923248661e-05,11.0505059775
0.856625,-8.51424272936e-05,11.0523414037
0.85675,-6.44438020953e-05,11.0515375577
0.856875,-1.97700623519e-05,11.0475278759
0.857,-2.51278765158e-05,11.0437237878
0.857125,-5.65262919185e-05,11.042109404
0.85725,-1.11485383223e-05,11.0378726681
0.857375,-1.98540279624e-06,11.033533095
0.8575,3.66277430635e-05,11.0303387033
0.857625,7.94208272601e-05,11.0313971583
0.85775,5.16578490199e-05,11.0293396025
0.857875,1.06645417178e-05,11.0250941313
0.858,6.92949628153e-05,11.0248686477
0.858125,0.000108015441439,11.030524006
0.85825,8.88842338055e-05,11.0329450099
0.858375,8.63341276448e-05,11.0349801904
0.8585,3.81020982809e-05,11.0318796962
0.858625,3.45476376916e-05,11.028558959
0.85875,3.14060621467e-05,11.0250614299
0.858875,1.37087639738e-05,11.0208797069
0.859,3.82291080038e-05,11.0177915753
0.859125,3.33716365935e-05,11.014405537
0.85925,9.3676926889e-06,11.0101380601
0.859375,5.8351727161e-06,11.0058244265
0.8595,3.12537916574e-05,11.002323114
0.859625,-5.61997089321e-06,10.9980074072
0.85975,-3.02641349921e-05,10.9944550641
0.859875,-4.80709744073e-05,10.9921081261
0.86,-2.12866698927e-05,10.9881568569
0.860125,-7.02911173296e-05,10.9880867167
0.86025,-5.88737190722e-05,10.986741732
0.860375,-4.60617055093e-05,10.9842347147
0.8605,-6.7261987423e-05,10.9838079403
0.860625,-6.31782967321e-05,10.9829205976
0.86075,-6.67885507062e-05,10.9824400801
0.860875,-6.32563323451e-05,10.9815623666
0.861,-6.90664504881e-05,10.9813509709
0.861125,-6.05293885109e-05,10.9801818313
0.86125,-3.1262532072e-05,10.9766859759
0.861375,-5.85389110678e-05,10.9753147899
0.8615,-4.87624763644e-05,10.973034746
0.861625,-4.9842465268e-05,10.9708482006
0.86175,2.12787163483e-05,10.9668985594
0.861875,-6.95928521592e-06,10.9625977239
0.862,-5.90683448611e-05,10.961290344
0.862125,4.8187332718e-05,10.9589684497
0.86225,2.79094330386e-05,10.955303947
0.862375,2.78373467242e-05,10.951636514
0.8625,5.18455497219e-05,10.9496382491
0.862625,6.41390034064e-05,10.9488848756
0.86275,5.17496142955e-05,10.946879424
0.862875,7.21581582883e-05,10.9470821409
0.863,9.23874439108e-05,10.9501880024
0.863125,5.89381116056e-05,10.9488759015
0.86325,5.02004323946e-05,10.9467326332
0.863375,0.000113048747879,10.9535388486
0.8635,8.54824863141e-05,10.9555642027
0.863625,0.000104158073056,10.9606683576
0.86375,6.25475995175e-05,10.9597304799
0.863875,7.96010269198e-05,10.9609023381
0.864,6.30773110016e-05,10.9600221697
0.864125,3.02376841001e-05,10.9564753778
0.86425,-2.64445947633e-05,10.9527418819
0.864375,2.88408940555e-05,10.9491244555
0.8645,-2.6484344569e-06,10.9447876343
0.864625,-3.67367115948e-05,10.9416239352
0.86475,-3.02101034827e-05,10.9380790652
0.864875,-5.07487695822e-05,10.935989695
0.865,-5.76783685024e-05,10.9345589611
0.865125,-6.50495599778e-05,10.9339210234
0.86525,-6.26611742663e-05,10.933016622
0.865375,-0.000102512838577,10.937872586
0.8655,-5.51979243236e-05,10.9361956796
0.865625,-6.77144556246e-05,10.9358658722
0.86575,-7.92425324871e-05,10.9370182956
0.865875,-0.000107258013656,10.9427353063
0.866,-7.42142030361e-05,10.9432052006
0.866125,-1.01160718203e-05,10.9389517181
0.86625,-2.96170076064e-05,10.9353762943
0.866375,-5.56609295239e-05,10.9337458457
0.8665,-3.12601218744e-05,10.9302589633
0.866625,-4.18134913372e-05,10.9274487702
0.86675,-3.91633423381e-05,10.9244513412
0.866875,9.10747319127e-06,10.9201812228
0.867,3.68924424613e-05,10.9170342978
0.867125,4.60543149645e-05,10.9145563814
0.86725,1.50806010193e-05,10.910413567
0.867375,5.6738761418e-05,10.9089053939
0.8675,3.43786021583e-05,10.9056037477
0.867625,8.72336926105e-05,10.9079660427
0.86775,7.62078659591e-05,10.9087386049
0.867875,9.19316829807e-05,10.9118365683
0.868,0.00010773832429,10.9177027293
0.868125,4.90813610584e-05,10.9154776506
0.86825,6.40523582915e-05,10.9147428472
0.868375,4.52867742639e-05,10.9122042481
0.8685,0.000103602495799,10.9173016815
0.868625,3.8544037031e-05,10.9142650892
0.86875,4.98684843022e-05,10.9121101977
0.868875,4.11883067307e-05,10.9092607476
0.869,1.44770334148e-05,10.9051024595
0.869125,8.30809892521e-07,10.9007601235
0.86925,-3.07106881438e-05,10.8972497145
0.869375,-1.10068251369e-05,10.893013807
0.8695,-4.21260536148e-05,10.8902400076
0.869625,-5.93510586192e-05,10.8890132146
0.86975,-8.63795260272e-05,10.8912700848
0.869875,-9.50003815462e-05,10.8949046295
0.87,-8.33815252384e-05,10.8967033136
0.870125,-0.000102482681451,10.9016309829
0.87025,-9.97347218392e-05,10.9060587034
0.870375,-6.41545772699e-05,10.9053432761
0.8705,-9.92130334927e-05,10.9096721652
0.870625,-5.62724486331e-05,10.9081180787
0.87075,-4.57137588963e-05,10.9056164632
0.870875,-7.3672007895e-05,10.906057017
0.871,-6.04692921453e-05,10.9049369542
0.871125,-2.5525110878e-05,10.9011685944
0.87125,-1.3782309572e-05,10.8969933215
0.871375,-1.47457912167e-05,10.892842495
0.8715,6.58357463396e-06,10.8885378837
0.871625,3.39600603854e-05,10.8852158162
0.87175,1.71908961355e-05,10.881134692
0.871875,5.92233706817e-05,10.8799010197
0.872,3.66920279117e-05,10.8767521595
0.872125,5.56109240507e-05,10.8751536264
0.87225,8.27815664874e-06,10.8708715357
0.872375,4.20896362542e-06,10.8665443381
0.8725,7.38949219251e-05,10.8670573345
0.872625,6.03398026663e-05,10.8659524253
0.87275,6.61839993846e-05,10.8655058256
0.872875,7.80790735267e-05,10.8665852497
0.873,8.33148310639e-05,10.8684142061
0.873125,7.32396752507e-05,10.8688394611
0.87325,5.06199257195e-05,10.8667746889
0.873375,7.05262871684e-05,10.8668550287
0.8735,7.38847361469e-05,10.8673663401
0.873625,-1.22251552207e-05,10.863156351
0.87375,-2.02698283557e-05,10.8591792601
0.873875,-3.03869215775e-05,10.8556592319
0.874,-3.81538808871e-05,10.852614626
0.874125,-2.61841636459e-05,10.8488836465
0.87425,-3.92163432682e-05,10.8459144862
0.874375,-5.39191593929e-05,10.8441699434
0.8745,-8.98255016266e-05,10.8470374627
0.874625,-3.85779148538e-05,10.844024509
0.87475,-5.84322746589e-05,10.8427343193
0.874875,-6.55289468872e-05,10.8422314734
0.875,-5.73644742094e-05,10.8408319822
0.875125,-8.1777579181e-05,10.8424707792
0.87525,-1.82086804369e-05,10.838424479
0.875375,-6.50772424019e-05,10.8378726561
0.8755,-5.38242380414e-05,10.8361237729
0.875625,-7.3260757687e-05,10.8365873572
0.87575,1.30043784166e-05,10.8323959269
0.875875,-5.5437753804e-05,10.8308083232
0.876,-4.70364150927e-05,10.8284497813
0.876125,-6.76277909884e-06,10.8241478895
0.87625,2.84342242902e-05,10.8205313401
0.876375,3.09762847165e-05,10.8170511829
0.8765,2.82624762804e-05,10.8134270592
0.876625,1.52212088218e-05,10.8092927972
0.87675,6.93000205994e-05,10.809277606
0.876875,8.37672464473e-05,10.8112565386
0.877,0.000101709078647,10.816226164
0.877125,0.000103268184553,10.8214721992
0.87725,8.24230432149e-05,10.8232328583
0.877375,4.93960483362e-05,10.8210821782
0.8775,3.59020450751e-05,10.8178980473
0.877625,8.01503684051e-05,10.8193317233
0.87775,2.89381802497e-05,10.8157419833
0.877875,8.0114884047e-05,10.8171734131
0.878,2.92593988388e-05,10.8136008685
0.878125,8.31871155746e-06,10.8093202527
0.87825,6.0555285221e-05,10.8082821318
0.878375,3.82277596495e-05,10.8052568522
0.8785,3.78191520255e-05,10.8022044574
0.878625,1.71374072614e-05,10.7981267275
0.87875,3.5832826096e-06,10.7937953889
0.878875,-2.59262589217e-05,10.7900605948
0.879,-2.82279225264e-05,10.7864391846
0.879125,-7.58618049204e-05,10.7873091859
0.87925,-9.06437424952e-05,10.7904052353
0.879375,-6.61811399844e-05,10.7900266335
0.8795,-3.37024903905e-05,10.7867122054
0.879625,-4.45192825006e-05,10.7841651384
0.87975,-4.8390491735e-05,10.7819451393
