time_ms,direct,isolated_reflection,reverberant_tail
53.35,0,0.09654658138,0.05038238503
53.4,0,0.08390787561,0.04458600403
53.45,0,0.07255256363,0.03928152582
53.5,0,0.06241471786,0.03445468007
53.55,0,0.05342019542,0.03008696225
53.6,0,0.04548918385,0.02615646126
53.65,0,0.03853851973,0.02263865481
53.7,0,0.03248374746,0.01950715686
53.75,0,0.02724089885,0.01673440509
53.8,0,0.02272798601,0.01429227956
53.85,0,0.0188662109,0.01215264688
53.9,0,0.01558090317,0.01028782738
53.95,0,0.0128022052,0.00867098531
54,0,0.01046552817,0.007276444231
54.05,0,0.008511806263,0.006079931848
54.1,0,0.006887577854,0.005058759867
54.15,0,0.00554492305,0.004191945541
54.2,0,0.004441285972,0.003460282271
54.25,0,0.003539208631,0.002846367007
54.3,0,0.002806000877,0.002334592235
54.35,0,0.002213368131,0.001911110181
54.4,0,0.001737015582,0.001563776504
54.45,0,0.001356244493,0.001282080208
54.5,0,0.001053553207,0.001057065883
54.55,0,0.000814252631,0.0008812537227
54.6,0,0.0006261034251,0.0007485619707
54.65,0,0.0004789798025,0.0006542357585
54.7,0,0.0003645629529,0.000594785513
54.75,0,0.000276065463,0.0005679373999
54.8,0,0.0002079868293,0.0005725975488
54.85,0,0.0001558991698,0.0006088311246
54.9,0,0.0001162615162,0.0006778566316
54.95,0,8.62605801e-05,0.0007820551858
55,0,6.367559006e-05,0.0009249938374
55.05,0,4.676466135e-05,0.001111461379
55.1,0,3.417014495e-05,0.001347514425
55.15,0,2.484048438e-05,0.001640530894
55.2,0,1.796625301e-05,0.001999267362
55.25,0,1.29282331e-05,0.002433916133
55.3,0,9.255610045e-06,0.002956157201
55.35,0,6.592575851e-06,0.003579199735
55.4,0,4.671855844e-06,0.004317807158
55.45,0,3.293881293e-06,0.005188299482
55.5,0,2.310524967e-06,0.006208526248
55.55,0,1.612492115e-06,0.007397803291
55.6,0,1.119615095e-06,0.00877680663
55.65,0,7.734355012e-07,0.01036741709
55.7,0,5.315739278e-07,0.0121925099
55.75,0,3.634858031e-07,0.01427568437
55.8,0,2.472836748e-07,0.01664093011
55.85,0,1.673738672e-07,0.01931222774
55.9,0,1.127104198e-07,0.02231308403
55.95,0,7.551351665e-08,0.02566600375
56,0,5.033493776e-08,0.02939190288
56.05,0,3.338094199e-08,0.03350947066
56.1,0,2.202479384e-08,0.03803449093
56.15,0,1.445803686e-08,0.04297913595
56.2,0,9.442587442e-09,0.04835124884
56.25,0,6.135598246e-09,0.05415363332
56.3,0,3.966496047e-09,0.06038337169
56.35,0,2.551181453e-09,0.06703119376
56.4,0,1.632525162e-09,0.07408092056
56.45,0,1.039351939e-09,0.08150900685
56.5,0,6.583390083e-10,0.08928420633
56.55,0,4.148783377e-10,0.0973673814
56.6,0,2.601214352e-10,0.1057114776
56.65,0,1.62261593e-10,0.1142616786
56.7,0,1.007023351e-10,0.1229557549
56.75,0,6.217954775e-11,0.1317246107
56.8,0,3.819792647e-11,0.1404930335
56.85,0,2.334620151e-11,0.1491806373
56.9,0,1.419635604e-11,0.1577029906
56.95,0,8.588587564e-12,0.1659729077
57,0,5.169527198e-12,0.1739018805
57.05,0,3.095737395e-12,0.181401618
57.1,0,1.844427606e-12,0.1883856582
57.15,0,1.093310014e-12,0.1947710114
57.2,0,6.447765736e-13,0.2004797927
57.25,0,3.78320074e-13,0.2054407973
57.3,0,2.208481338e-13,0.2095909767
57.35,0,1.282662191e-13,0.2128767707
57.4,0,7.411652769e-14,0.2152552575
57.45,0,4.260906928e-14,0.2166950866
57.5,0,2.437099401e-14,0.2171771667
57.55,0,1.386847314e-14,0.2166950866
57.6,0,7.85178264e-15,0.2152552575
57.65,0,4.422747026e-15,0.2128767707
57.7,0,2.478564023e-15,0.2095909767
57.75,0,1.381950208e-15,0.2054407973
57.8,0,7.666000826e-16,0.2004797927
57.85,0,4.230868621e-16,0.1947710114
57.9,0,2.3231349e-16,0.1883856581
57.95,0,1.269122462e-16,0.181401618
58,0,6.897899206e-17,0.1739018805
58.05,0,3.730047559e-17,0.1659729077
58.1,0,2.006763098e-17,0.1577029906
58.15,0,1.074142882e-17,0.1491806373
58.2,0,5.720213198e-18,0.1404930334
58.25,0,3.030725396e-18,0.1317246106
58.3,0,1.597589408e-18,0.1229557548
58.35,0,8.378532691e-19,0.1142616785
58.4,0,4.371746555e-19,0.1057114774
58.45,0,2.269479145e-19,0.09736738108
58.5,0,1.172145779e-19,0.08928420585
58.55,0,6.023116609e-20,0.08150900614
58.6,0,3.079251251e-20,0.0740809195
58.65,0,1.566221544e-20,0.06703119221
58.7,0,7.925843132e-21,0.0603833694
58.75,0,3.990450825e-21,0.05415362997
58.8,0,1.998861328e-21,0.04835124397
58.85,0,9.961565163e-22,0.04297912889
58.9,0,4.939201072e-22,0.03803448075
58.95,0,2.436520358e-22,0.03350945604
59,0,1.195824906e-22,0.02939188197
59.05,0,5.839146292e-23,0.02566597398
59.1,0,2.836712547e-23,0.02231304183
59.15,0,1.371088584e-23,0.01931216819
59.2,0,6.593255597e-24,0.01664084645
59.25,0,3.154412762e-24,0.01427556735
59.3,0,1.501486189e-24,0.01219234695
59.35,0,7.11063481e-25,0.01036719119
59.4,0,3.350268539e-25,0.00877649484
59.45,0,1.570489638e-25,0.007397374869
59.5,0,7.32444536e-26,0.006207940176
59.55,0,3.398588813e-26,0.005187501304
59.6,0,1.568941372e-26,0.004316724931
59.65,0,7.206078999e-27,0.003577738881
59.7,0,3.292877195e-27,0.002954193999
59.75,0,1.497049848e-27,0.002431289539
59.8,0,6.77144259e-28,0.001995768791
59.85,0,3.047265899e-28,0.001635891532
59.9,0,1.364343463e-28,0.001341389574
59.95,0,6.077448523e-29,0.001103411252
60,0,2.693413766e-29,0.0009144601683
60.05,0,1.18759695e-29,0.0007683329009
60.1,0,5.209778795e-30,0.0006600597874
60.15,0,2.273807557e-30,0.0005858522176
60.2,0,9.873527482e-31,0.0005430592461
60.25,0,4.265551452e-31,0.0005301356844
60.3,0,1.833421172e-31,0.0005466232058
60.35,0,7.840314996e-32,0.0005931453737
60.4,0,3.335715419e-32,0.0006714168897
60.45,0,1.411980456e-32,0.0007842667462
60.5,0,5.946379054e-33,0.0009356743476
60.55,0,2.491498939e-33,0.00113081704
60.6,0,1.03861128e-33,0.001376126846
60.65,0,4.307542539e-34,0.001679353549
60.7,0,1.777421082e-34,0.00204963062
60.75,0,7.296847852e-35,0.002497539795
60.8,0,2.980330769e-35,0.003035169497
60.85,0,1.211094004e-35,0.003676161673
60.9,0,4.896383809e-36,0.00443574106
60.95,0,1.969505801e-36,0.005330720475
61,0,7.881761467e-37,0.006379475367
61.05,0,3.138148725e-37,0.007601880762
61.1,0,1.243105445e-37,0.009019203771
61.15,0,4.899216448e-38,0.01065394517
61.2,0,1.921009433e-38,0.01252962415
61.25,0,7.494049881e-39,0.01467050136
61.3,0,2.908625943e-39,0.01710123644
61.35,0,1.123164528e-39,0.01984647823
61.4,0,4.315022818e-40,0.02293038741
61.45,0,1.649327978e-40,0.02637609402
61.5,0,6.272131676e-41,0.03020509466
61.55,0,2.37305345e-41,0.03443659708
61.6,0,8.93272749e-42,0.03908682285
61.65,0,3.345375422e-42,0.04416828177
61.7,0,1.246493019e-42,0.04968903451
61.75,0,4.620819995e-43,0.05565196275
61.8,0,1.704246705e-43,0.06205406833
61.85,0,6.253599828e-44,0.06888582479
61.9,0,2.283031601e-44,0.07613060562
61.95,0,8.29235661e-45,0.08376421427
62,0,2.996596238e-45,0.09175453993
62.05,0,1.0773646e-45,0.1000613622
62.1,0,3.853730893e-46,0.1086363248
62.15,0,1.371463581e-46,0.1174230947
62.2,0,4.855918468e-47,0.1263577205
62.25,0,1.710577301e-47,0.135369195
62.3,0,5.995124898e-48,0.1443802243
62.35,0,2.090441303e-48,0.1533081987
62.4,0,7.252069069e-49,0.1620663502
62.45,0,2.5030533e-49,0.1705650812
62.5,0,8.595328421e-50,0.1787134345
62.55,0,2.936561259e-50,0.1864206763
62.6,0,9.981593204e-51,0.1935979523
62.65,0,3.375552598e-51,0.2001599769
62.7,0,1.135727403e-51,0.2060267099
62.75,0,3.801784902e-52,0.2111249767
62.8,0,1.26615009e-52,0.2153899841
62.85,0,4.195338919e-53,0.2187666901
62.9,0,1.383034849e-53,0.2212109854
62.95,0,4.536108223e-54,0.2226906521
63,0,1.480191492e-54,0.2231860704
63.05,0,4.805478199e-55,0.2226906521
63.1,0,1.552170878e-55,0.2212109854
63.15,0,4.988002501e-56,0.2187666901
63.2,0,1.594769811e-56,0.2153899841
63.25,0,5.072867991e-57,0.2111249767
63.3,0,1.605437223e-57,0.2060267099
63.35,0,5.054955152e-58,0.2001599769
63.4,0,1.58352709e-58,0.1935979523
63.45,0,4.935349353e-59,0.1864206763
63.5,0,1.530363202e-59,0.1787134345
63.55,0,4.721231982e-60,0.1705650812
63.6,0,1.449106747e-60,0.1620663503
63.65,0,4.425166624e-61,0.1533081987
63.7,0,1.344445153e-61,0.1443802244
63.75,0,4.06387895e-62,0.135369195
63.8,0,1.222144756e-62,0.1263577206
63.85,0,3.656695064e-63,0.1174230948
63.9,0,1.088526621e-63,0.1086363249
63.95,0,3.22384071e-64,0.1000613624
64,0,9.499315406e-65,0.09175454021
64.05,0,2.784807963e-65,0.08376421468
64.1,0,8.122363254e-66,0.07613060623
64.15,0,2.35696849e-66,0.06888582568
64.2,0,6.804705848e-67,0.06205406965
64.25,0,1.954560636e-67,0.05565196468
64.3,0,5.585642701e-68,0.04968903732
64.35,0,1.588112876e-68,0.04416828584
64.4,0,4.492352165e-69,0.03908682872
64.45,0,1.264300859e-69,0.03443660551
64.5,0,3.540065389e-70,0.03020510673
64.55,0,9.861803542e-71,0.0263761112
64.6,0,2.733289426e-71,0.02293041177
64.65,0,7.537010278e-72,0.0198465126
64.7,0,2.067744173e-72,0.01710128473
64.75,0,5.643892273e-73,0.0146705689
64.8,0,1.532656521e-73,0.01252971821
64.85,0,4.140904084e-74,0.01065407556
64.9,0,1.113088553e-74,0.00901938373
64.95,0,2.97679189e-75,0.007602128037
65,0,7.920478928e-76,0.006379813634
65.05,0,2.096711242e-76,0.005331181165
65.1,0,5.522173107e-77,0.004436365697
65.15,0,1.446990305e-77,0.003677004844
65.2,0,3.772293173e-78,0.003036302613
65.25,0,9.784293367e-79,0.002499055805
65.3,0,2.524862348e-79,0.002051649916
65.35,0,6.482315398e-80,0.001682031284
65.4,0,1.655795971e-80,0.001379661971
65.45,0,4.207922157e-81,0.001135463391
65.5,0,1.063929337e-81,0.0009417541435
65.55,0,2.676344922e-82,0.0007921869391
65.6,0,6.698161194e-83,0.0006816888262
65.65,0,1.6678359e-83,0.0006064082798
65.7,0,4.131761574e-84,0.000563672047
65.75,0,1.018360156e-84,0.0005519539807
65.8,0,2.497190978e-85,0.000570857442
65.85,0,6.092370792e-86,0.0006211122078
65.9,0,1.478785248e-86,0.0007045861856
65.95,0,3.571150089e-87,0.000824311593
66,0,8.580158466e-88,0.0009845246206
66.05,0,2.051005034e-88,0.001190716936
66.1,0,4.877781651e-89,0.001449696719
66.15,0,1.154149843e-89,0.001769656225
66.2,0,2.7169788e-90,0.002160242198
66.25,0,6.363477524e-91,0.002632624727
66.3,0,1.48281507e-91,0.00319955949
66.35,0,3.437666006e-92,0.00387543768
66.4,0,7.929112502e-93,0.004676317314
66.45,0,1.819573872e-93,0.005619929186
66.5,0,4.154311099e-94,0.006725650344
66.55,0,9.436534926e-95,0.008014437866
66.6,0,2.132604392e-95,0.009508715731
66.65,0,4.795040267e-96,0.01123220796
66.7,0,1.07265097e-96,0.01320971184
66.75,0,2.387309976e-97,0.01546680597
66.8,0,5.286197778e-98,0.01802948937
66.85,0,1.164560926e-98,0.02092374944
66.9,0,2.552496957e-99,0.02417505879
66.95,0,5.566118697e-100,0.0278078033
67,0,1.207602228e-100,0.03184464669
67.05,0,2.606631022e-101,0.03630583948
67.1,0,5.597826393e-102,0.04120848392
67.15,0,1.196033938e-102,0.04656576893
67.2,0,2.542446323e-103,0.0523861928
67.25,0,5.377052712e-104,0.05867279367
67.3,0,1.13141259e-104,0.06542241068
67.35,0,2.368546591e-105,0.07262500029
67.4,0,4.933181213e-106,0.08026303352
67.45,0,1.022248348e-106,0.0883110004
67.5,0,2.107511621e-107,0.09673504716
67.55,0,4.322825954e-108,0.1054927702
67.6,0,8.821648199e-109,0.1145331884
67.65,0,1.791083901e-109,0.123796911
67.7,0,3.617981469e-110,0.1332165152
67.75,0,7.271114066e-111,0.1427171394
67.8,0,1.453850631e-111,0.1522172944
67.85,0,2.892163444e-112,0.1616298861
67.9,0,5.724137896e-113,0.170863437
67.95,0,1.127149582e-113,0.1798234856
68,0,2.208194039e-114,0.1884141377
68.05,0,4.304048175e-115,0.1965397346
68.1,0,8.346439046e-116,0.2041065988
68.15,0,1.610310187e-116,0.2110248151
68.2,0,3.091021788e-117,0.2172099989
68.25,0,5.903081839e-118,0.2225850035
68.3,0,1.121604528e-118,0.2270815188
68.35,0,2.120239472e-119,0.2306415151
68.4,0,3.987624804e-120,0.2332184886
68.45,0,7.461529734e-121,0.2347784727
68.5,0,1.389074923e-121,0.2353007828
68.55,0,2.572809791e-122,0.2347784727
68.6,0,4.741043068e-123,0.2332184886
68.65,0,8.692092371e-124,0.2306415151
68.7,0,1.585473463e-124,0.2270815188
68.75,0,2.877251555e-125,0.2225850035
68.8,0,5.194944371e-126,0.2172099989
68.85,0,9.331859279e-127,0.2110248151
68.9,0,1.6677835e-127,0.2041065988
68.95,0,2.965482573e-128,0.1965397346
69,0,5.24608462e-129,0.1884141377
69.05,0,9.233352558e-130,0.1798234856
69.1,0,1.616842653e-130,0.170863437
69.15,0,2.816827865e-131,0.1616298861
69.2,0,4.882441753e-132,0.1522172944
69.25,0,8.41972768e-133,0.1427171394
69.3,0,1.444585434e-133,0.1332165152
69.35,0,2.465883926e-134,0.123796911
69.4,0,4.187802959e-135,0.1145331883
69.45,0,7.075938689e-136,0.1054927702
69.5,0,1.189504515e-136,0.09673504713
69.55,0,1.989446846e-137,0.08831100036
69.6,0,3.310417715e-138,0.08026303346
69.65,0,5.480465729e-139,0.0726250002
69.7,0,9.026852523e-140,0.06542241055
69.75,0,1.479242717e-140,0.05867279347
69.8,0,2.411719219e-141,0.05238619251
69.85,0,3.911994727e-142,0.04656576851
69.9,0,6.313264558e-143,0.04120848331
69.95,0,1.01366378e-143,0.03630583861
70,0,1.619265566e-144,0.03184464544
70.05,0,2.573513462e-145,0.02780780153
70.1,0,4.069293548e-146,0.02417505627
70.15,0,6.401707207e-147,0.02092374588
70.2,0,1.001974817e-147,0.01802948437
70.25,0,1.560278116e-148,0.01546679898
70.3,0,2.417304942e-149,0.0132097021
70.35,0,3.72601908e-150,0.01123219446
70.4,0,5.714035325e-151,0.009508697093
70.45,0,8.718162892e-152,0.008014412256
70.5,0,1.323400363e-152,0.00672561531
70.55,0,1.998672934e-153,0.005619881472
70.6,0,3.003145853e-154,0.004676252621
70.65,0,4.489472654e-155,0.003875350353
70.7,0,6.677262471e-156,0.003199442134
70.75,0,9.880655949e-157,0.002632467714
70.8,0,1.454646004e-157,0.00216003306
70.85,0,2.130654693e-158,0.001769378892
70.9,0,3.104938738e-159,0.001449330586
70.95,0,4.501706869e-160,0.001190235714
71,0,6.493601012e-161,0.0009838949362
71.05,0,9.319190742e-162,0.0008234912987
71.1,0,1.33062296e-162,0.0007035223212
71.15,0,1.890236028e-163,0.0006197385687
71.2,0,2.671537486e-164,0.0005690916936
71.25,0,3.756563374e-165,0.0005496942599
71.3,0,5.255383088e-166,0.000560792988
71.35,0,7.314796532e-167,0.0006027564028
71.4,0,1.012941427e-167,0.0006770772274
71.45,0,1.395566796e-168,0.0007863892262
71.5,0,1.912939058e-169,0.0009344975685
71.55,0,2.60877037e-170,0.001126421142
71.6,0,3.539604866e-171,0.001368444601
71.65,0,4.778129604e-172,0.001668177275
71.7,0,6.417195636e-173,0.002034615406
71.75,0,8.57465875e-174,0.002478203521
71.8,0,1.139915405e-174,0.00301089011
71.85,0,1.507691937e-175,0.003646172181
71.9,0,1.983977824e-176,0.004399122716
71.95,0,2.597438219e-177,0.005286394612
72,0,3.383279299e-178,0.006326194395
72.05,0,4.384445622e-179,0.007538218826
72.1,0,5.652957713e-180,0.008943547616
72.15,0,7.251385555e-181,0.01056448577
72.2,0,9.25444693e-182,0.01242434973
72.25,0,1.175071122e-182,0.01454719232
72.3,0,1.484437952e-183,0.01695746299
72.35,0,1.865710075e-184,0.01967960114
72.4,0,2.332977103e-185,0.02273756268
72.45,0,2.90242501e-186,0.02615428195
72.5,0,3.592491514e-187,0.0299510739
72.55,0,4.423995799e-188,0.0341469841
72.6,0,5.42023196e-189,0.03875809723
72.65,0,6.607014369e-190,0.04379681755
72.7,0,8.012662344e-191,0.04927113769
72.75,0,9.667911008e-192,0.05518391492
72.8,0,1.160573522e-192,0.06153217617
72.85,0,1.386107407e-193,0.06830647501
72.9,0,1.647044458e-194,0.07549032471
72.95,0,1.947143556e-195,0.08305973216
73,0,2.290207502e-196,0.09098285661
73.05,0,2.680006864e-197,0.09921981589
73.1,0,3.120191083e-198,0.1077226603
73.15,0,3.614187573e-199,0.1164355308
73.2,0,4.165090066e-200,0.1252950137
73.25,0,4.775538137e-201,0.1342306988
73.3,0,5.447590452e-202,0.1431659427
73.35,0,6.182594942e-203,0.1520188301
73.4,0,6.981059673e-204,0.1607033229
73.45,0,7.842528727e-205,0.1691305769
73.5,0,8.765467784e-206,0.1772104
73.55,0,9.747164362e-207,0.1848528216
73.6,0,1.078364774e-207,0.1919697346
73.65,0,1.186963346e-208,0.1984765705
73.7,0,1.29984969e-209,0.2042939625
73.75,0,1.416227991e-210,0.2093493513
73.8,0,1.535173357e-211,0.2135784887
73.85,0,1.655639911e-212,0.2169267956
73.9,0,1.776472796e-213,0.2193505337
73.95,0,1.89642402e-214,0.2208177559
74,0,2.014171959e-215,0.2213090076
74.05,0,2.128344156e-216,0.2208177559
74.1,0,2.237542932e-217,0.2193505337
74.15,0,2.340373168e-218,0.2169267956
74.2,0,2.435471521e-219,0.2135784887
74.25,0,2.521536231e-220,0.2093493513
74.3,0,2.597356613e-221,0.2042939625
74.35,0,2.66184132e-222,0.1984765705
74.4,0,2.714044443e-223,0.1919697346
74.45,0,2.75318858e-224,0.1848528216
74.5,0,2.778684098e-225,0.1772104
74.55,0,2.790143909e-226,0.1691305769
74.6,0,2.787393248e-227,0.1607033229
74.65,0,2.770474106e-228,0.15201883
74.7,0,2.739644166e-229,0.1431659426
74.75,0,2.695370273e-230,0.1342306987
74.8,0,2.63831667e-231,0.1252950135
74.85,0,2.569328419e-232,0.1164355306
74.9,0,2.489410583e-233,0.1077226599
74.95,0,2.399703882e-234,0.09921981532
75,0,2.301457655e-235,0.09098285576
75.05,0,2.196001007e-236,0.0830597309
75.1,0,2.084713089e-237,0.07549032284
75.15,0,1.968993413e-238,0.06830647225
75.2,0,1.850233095e-239,0.06153217211
75.25,0,1.729787835e-240,0.05518390898
75.3,0,1.60895332e-241,0.04927112905
75.35,0,1.488943648e-242,0.04379680503
75.4,0,1.370873214e-243,0.03875807917
75.45,0,1.255742322e-244,0.03414695815
75.5,0,1.144426707e-245,0.02995103679
75.55,0,1.037670927e-246,0.02615422911
75.6,0,9.360855158e-248,0.02273748778
75.65,0,8.401476436e-249,0.01967949544
75.7,0,7.502049299e-250,0.0169573145
75.75,0,6.664820015e-251,0.01454698462
75.8,0,5.890893203e-252,0.0124240605
75.85,0,5.180337857e-253,0.0105640848
75.9,0,4.532306091e-254,0.008942994203
75.95,0,3.945159732e-255,0.007537458398
76,0,3.416600206e-256,0.006325154146
76.05,0,2.943797591e-257,0.005284977886
76.1,0,2.523515289e-258,0.004397201817
76.15,0,2.152227354e-259,0.00364357924
76.2,0,1.826226184e-260,0.003007405526
76.25,0,1.541718896e-261,0.00247354145
76.3,0,1.29491135e-262,0.002028405621
76.35,0,1.082079305e-263,0.001659942644
76.4,0,8.996267426e-265,0.0013575733
76.45,0,7.441317489e-266,0.001112132575
76.5,0,6.123807407e-267,0.0009158008395
76.55,0,5.013920285e-268,0.0007620328655
76.6,0,4.084299093e-269,0.0006454887304
76.65,0,3.310105705e-270,0.0005619700069
76.7,0,2.669011219e-271,0.000508363997
76.75,0,2.141130549e-272,0.0004825981298
76.8,0,1.708913608e-273,0.000483606038
76.85,0,1.357004476e-274,0.0005113062304
76.9,0,1.072078692e-275,0.0005665937103
76.95,0,8.426675302e-277,0.0006513443284
77,0,6.589767127e-278,0.0007684311101
77.05,0,5.127056306e-279,0.0009217512536
77.1,0,3.968718706e-280,0.001116261947
77.15,0,3.056446239e-281,0.001358022612
77.2,0,2.341894983e-282,0.00165424063
77.25,0,1.785263324e-283,0.002013317082
77.3,0,1.354008409e-284,0.002444888494
77.35,0,1.021702961e-285,0.002959860114
77.4,0,7.670296533e-287,0.003570425797
77.45,0,5.729066563e-288,0.004290069237
77.5,0,4.2573543e-289,0.005133541012
77.55,0,3.147602863e-290,0.006116805838
77.6,0,2.315284057e-291,0.007256954454
77.65,0,1.694387905e-292,0.008572074846
77.7,0,1.233688782e-293,0.01008107804
77.75,0,8.936811564e-295,0.0118034744
77.8,0,6.440859084e-296,0.01375909751
77.85,0,4.618375134e-297,0.01596777389
77.9,0,3.294722386e-298,0.0184489386
77.95,0,2.338474611e-299,0.0212211984
78,0,1.651317955e-300,0.0243018466
78.05,0,1.160146834e-301,0.02770633551
78.1,0,8.109226425e-303,0.03144771528
78.15,0,5.639363727e-304,0.03553605001
78.2,0,3.901799943e-305,0.03997782444
78.25,0,2.685864514e-306,0.04477535664
78.3,0,1.839447582e-307,0.04992623412
78.35,0,1.25335744e-308,0.05542279205
78.4,0,8.49662952e-310,0.06125165329
78.45,0,5.730633479e-311,0.06739335012
78.5,0,3.845411272e-312,0.07382204742
78.55,0,2.567244129e-313,0.08050538539
78.6,0,1.705201694e-314,0.08740445841
78.65,0,1.126856343e-315,0.09447394328
78.7,0,7.408760898e-317,0.1016623871
78.75,0,4.846260276e-318,0.1089126603
78.8,0,3.153917457e-319,0.1161625755
78.85,0,2.04246738e-320,0.1233456679
78.9,0,1.314214618e-321,0.1303921276
78.95,0,8.399115979e-323,0.1372298679
79,0,4.940656458e-324,0.1437857082
79.05,0,0,0.1499866479
79.1,0,0,0.1557611982
79.15,0,0,0.1610407417
79.2,0,0,0.1657608813
79.25,0,0,0.1698627436
79.3,0,0,0.1732941986
79.35,0,0,0.1760109617
79.4,0,0,0.1779775443
79.45,0,0,0.1791680251
79.5,0,0,0.179566619
79.55,0,0,0.1791680251
79.6,0,0,0.1779775443
79.65,0,0,0.1760109617
79.7,0,0,0.1732941986
79.75,0,0,0.1698627436
79.8,0,0,0.1657608813
79.85,0,0,0.1610407417
79.9,0,0,0.1557611982
79.95,0,0,0.1499866479
80,0,0,0.1437857082
80.05,0,0,0.1372298678
80.1,0,0,0.1303921276
80.15,0,0,0.1233456678
80.2,0,0,0.1161625754
80.25,0,0,0.1089126602
80.3,0,0,0.1016623869
80.35,0,0,0.09447394289
80.4,0,0,0.08740445781
80.45,0,0,0.0805053845
80.5,0,0,0.07382204609
80.55,0,0,0.06739334814
80.6,0,0,0.06125165035
80.65,0,0,0.05542278772
80.7,0,0,0.04992622775
80.75,0,0,0.04477534733
80.8,0,0,0.03997781089
80.85,0,0,0.03553603037
80.9,0,0,0.03144768693
80.95,0,0,0.02770629479
81,0,0,0.02430178837
81.05,0,0,0.0212211155
81.1,0,0,0.01844882108
81.15,0,0,0.01596760806
81.2,0,0,0.01375886452
81.25,0,0,0.01180314851
81.3,0,0,0.01008062423
81.35,0,0,0.008571445709
81.4,0,0,0.007256086124
81.45,0,0,0.006115612692
81.5,0,0,0.005131908815
81.55,0,0,0.00428784633
81.6,0,0,0.003567411821
81.65,0,0,0.002955791671
81.7,0,0,0.002439421025
81.75,0,0,0.002006002082
81.8,0,0,0.001644497195
81.85,0,0,0.001345102103
81.9,0,0,0.001099204384
81.95,0,0,0.0008993318458
82,0,0,0.0007390950966
82.05,0,0,0.0006131280967
82.1,0,0,0.0005170299297
82.15,0,0,0.0004473105304
82.2,0,0,0.0004013425796
82.25,0,0,0.0003773212667
82.3,0,0,0.0003742331366
82.35,0,0,0.0003918347634
82.4,0,0,0.0004306415462
82.45,0,0,0.0004919264823
82.5,0,0,0.0005777283502
82.55,0,0,0.000690868313
82.6,0,0,0.0008349735405
82.65,0,0,0.001014506033
82.7,0,0,0.001234794419
82.75,0,0,0.001502066102
82.8,0,0,0.001823476735
82.85,0,0,0.002207133645
82.9,0,0,0.002662109511
82.95,0,0,0.003198442336
83,0,0,0.003827117557
83.05,0,0,0.004560028094
83.1,0,0,0.005409908149
83.15,0,0,0.006390236805
83.2,0,0,0.007515107828
83.25,0,0,0.008799062657
83.3,0,0,0.01025688435
83.35,0,0,0.01190335122
83.4,0,0,0.01375295015
83.45,0,0,0.01581955088
83.5,0,0,0.01811604423
83.55,0,0,0.0206539488
83.6,0,0,0.02344299261
83.65,0,0,0.0264906778
83.7,0,0,0.02980183828
83.75,0,0,0.03337820197
83.8,0,0,0.03721797035
83.85,0,0,0.04131542956
83.9,0,0,0.04566060741
83.95,0,0,0.0502389915
84,0,0,0.05503132278
84.05,0,0,0.06001347832
84.1,0,0,0.06515645554
84.15,0,0,0.07042646787
84.2,0,0,0.07578515927
84.25,0,0,0.08118994193
84.3,0,0,0.08659445768
84.35,0,0,0.0919491598
84.4,0,0,0.09720200787
84.45,0,0,0.1022992641
84.5,0,0,0.1071863754
84.55,0,0,0.1118089228
84.6,0,0,0.1161136143
84.65,0,0,0.1200492984
84.7,0,0,0.1235679698
84.75,0,0,0.1266257407
84.8,0,0,0.1291837503
84.85,0,0,0.1312089863
84.9,0,0,0.1326749933
84.95,0,0,0.1335624482
85,0,0,0.1338595837
85.05,0,0,0.1335624482
85.1,0,0,0.1326749933
85.15,0,0,0.1312089863
85.2,0,0,0.1291837503
85.25,0,0,0.1266257407
85.3,0,0,0.1235679698
85.35,0,0,0.1200492984
85.4,0,0,0.1161136143
85.45,0,0,0.1118089228
85.5,0,0,0.1071863754
85.55,0,0,0.102299264
85.6,0,0,0.09720200783
85.65,0,0,0.09194915974
85.7,0,0,0.08659445759
85.75,0,0,0.08118994179
85.8,0,0,0.07578515906
85.85,0,0,0.07042646755
85.9,0,0,0.06515645506
85.95,0,0,0.06001347759
86,0,0,0.05503132169
86.05,0,0,0.05023898989
86.1,0,0,0.04566060501
86.15,0,0,0.04131542602
86.2,0,0,0.03721796516
86.25,0,0,0.03337819437
86.3,0,0,0.02980182722
86.35,0,0,0.02649066177
86.4,0,0,0.02344296948
86.45,0,0,0.02065391557
86.5,0,0,0.01811599671
86.55,0,0,0.01581948322
86.6,0,0,0.01375285424
86.65,0,0,0.01190321588
86.7,0,0,0.0102566942
86.75,0,0,0.008798796689
86.8,0,0,0.007514737464
86.85,0,0,0.006389723354
86.9,0,0,0.005409199489
86.95,0,0,0.004559054345
87,0,0,0.003825785491
87.05,0,0,0.003196628181
87.1,0,0,0.002659649749
87.15,0,0,0.002203813313
87.2,0,0,0.001819014632
87.25,0,0,0.001496096196
87.3,0,0,0.001226842622
87.35,0,0,0.001003961366
87.4,0,0,0.0008210525476
87.45,0,0,0.0006725714191
87.5,0,0,0.0005537866863
87.55,0,0,0.000460737508
87.6,0,0,0.000390191627
87.65,0,0,0.0003396066876
87.7,0,0,0.0003070964049
87.75,0,0,0.0002914028694
87.8,0,0,0.0002918759008
87.85,0,0,0.0003084600078
87.9,0,0,0.0003416891643
87.95,0,0,0.0003926892758
88,0,0,0.000463187878
88.05,0,0,0.0005555302809
88.1,0,0,0.0006727010433
