t_s,traffic_relative_dB,hvac_relative_dB,door_relative_dB
56.75,54.5006206125,47.7381530415,41.6244508687
56.8,56.4950826513,48.0647778626,41.8360653902
56.85,53.5445840455,47.3507555247,41.7896099928
56.9,54.0910932169,47.7813582538,42.188746984
56.95,57.3405078646,47.1881877644,42.1838468621
57,54.4375423942,47.8844160705,42.2205420299
57.05,55.5362145629,48.0602504989,42.1523413722
57.1,56.2072018837,47.2725183058,42.2226668558
57.15,55.7112666076,48.2924324583,42.1921971596
57.2,55.0883638976,48.6570155994,42.3083718207
57.25,52.3431152316,48.776912507,41.4998230032
57.3,53.1278468885,47.9099835659,42.4074286059
57.35,55.1992687907,47.5319974765,42.4788279662
57.4,54.0316929872,48.5914571827,42.2663395919
57.45,53.8063048954,47.8603726196,41.3881317546
57.5,56.1062847084,48.9071246492,41.6622625497
57.55,54.4002680845,48.4672680643,41.9698786693
57.6,54.7494103078,47.2250897603,41.8095877581
57.65,54.4851481367,47.971973104,41.8760508496
57.7,55.6768125191,49.119290716,41.580445427
57.75,53.4030691696,48.2569145279,41.5885753847
57.8,54.6857690782,48.2547200607,41.9041633876
57.85,56.5060971141,48.0542404657,41.9455896325
57.9,53.1448564488,48.2395752724,42.4739476571
57.95,53.6730500106,47.9707285445,41.686790147
58,54.5282039538,48.1748903721,41.882044756
58.05,54.1642114071,47.9321623527,41.7163213199
58.1,53.5417192657,47.7770867383,42.2251187201
58.15,56.4726664657,47.9940081377,41.5445284379
58.2,54.4283675033,48.0818497672,41.9248418648
58.25,57.0545286613,47.312305369,42.443098585
58.3,53.6917989079,48.3438097059,42.0558840437
58.35,53.1151336179,48.502063962,41.7635837202
58.4,54.8955374384,48.4472534792,42.8056782193
58.45,54.732296399,48.5214476449,41.7154747443
58.5,55.587231192,47.7587411979,41.8460603839
58.55,52.5331220665,48.0062519468,42.1721294069
58.6,53.6003093959,48.0444169139,41.4559897957
58.65,53.3101678086,47.6684947922,41.969961135
58.7,54.6726417081,47.7651969104,41.9004446924
58.75,54.2742291947,46.9242915721,42.0875131719
58.8,53.3751939371,49.3015805662,40.9404133696
58.85,54.0230795797,47.7628071346,42.2731856558
58.9,54.5966779263,48.0990751109,41.9285389996
58.95,54.2030513746,47.8162710542,42.5992806226
59,53.1625297797,48.3877638748,42.2991549827
59.05,55.2014853342,47.9405413173,42.2155618536
59.1,52.936836447,48.0412763229,41.9080343817
59.15,54.7662285109,48.5891624794,42.2158901803
59.2,52.0000585883,49.0990740827,42.0408106225
59.25,55.278151585,48.6386202083,41.9031510459
59.3,53.7562957668,47.9639780075,41.968777898
59.35,52.0256761473,47.1414488247,42.5663691383
59.4,53.0206280928,47.9190686587,41.474710563
59.45,52.2747722696,47.7493266337,41.9760772336
59.5,53.6914176449,48.1061644144,41.5459393065
59.55,52.8878537613,48.1214533566,41.273924912
59.6,52.3174741626,47.6207299038,41.7073965499
59.65,54.3487960074,48.308181939,41.8656994569
59.7,54.6628541351,48.1222710924,42.387680135
59.75,50.7511613764,48.5571525768,41.9827207745
59.8,54.1731387573,47.7005719782,41.8606825572
59.85,52.3401979926,48.1180854434,42.1804116991
59.9,52.5918903686,48.1319853122,41.7461452143
59.95,53.0102220506,46.9848482001,41.5373367892
